seed,T,N,gamma,temperature,mean_kl,pearson_entropy_vs_ks,spearman_entropy_vs_ks,pearson_entropy_hat_vs_real,err
2,50,50,0.5,5.0,1.8572086018775047,-0.17518787499800165,-0.29879161319790326,-0.023342351166762004,
2,50,50,0.8,0.1,14.551015124089067,0.23969156412907713,0.26541150185287543,-0.011962315653108919,
2,50,50,0.8,0.3,10.755999483743402,0.33884541160496195,0.3904840486210121,0.01122970268314221,
2,50,50,0.8,0.5,8.627659692032037,0.35923636131616526,0.4151069357767339,0.022626283218514665,
2,50,50,0.8,1.0,5.749990313462671,0.3326667849228383,0.3885251096312774,0.042240606038530984,
2,50,50,0.8,2.0,3.2111565785687133,0.23936225388032598,0.2670343027585757,0.05757472794842264,
2,50,50,0.8,5.0,1.067649191554276,-0.0663787675448238,-0.07885925508310265,-0.011016942748519994,
2,50,50,0.9,0.1,17.743054439806865,0.16133240870175453,0.18295457473864368,0.028721270804565897,
2,50,50,0.9,0.3,14.946914484482393,0.2754422334497151,0.3267530391882598,0.09529320177378267,
2,50,50,0.9,0.5,13.160845960294173,0.3176856992217988,0.37502274675568664,0.1157916126183958,
2,50,50,0.9,1.0,10.308481279512524,0.33075175296305936,0.38973515993379,0.12876838712414068,
2,50,50,0.9,2.0,7.1429927404300635,0.280771518933274,0.3249104717276179,0.11547442430847629,
2,50,50,0.9,5.0,2.7252164058153894,0.055092438960229126,0.06893516023379005,0.009540187295972544,
2,50,100,0.2,0.1,2.2901666302933648,0.07260320100564971,0.19781861245465313,0.10327844493658732,
2,50,100,0.2,0.3,1.6409623547637642,0.12262005926073473,0.2782054700513675,0.15093811288635045,
2,50,100,0.2,0.5,1.6974006915478277,0.1647034068429606,0.2859131291927171,0.15706865714695734,
2,50,100,0.2,1.0,2.0383688101618453,0.19925891278752794,0.2209181765623885,0.11451597950717765,
2,50,100,0.2,2.0,2.570706005584442,0.21293534877551668,0.08139392487900393,-0.009365968456422173,
2,50,100,0.2,5.0,3.764902612265776,0.09935352338074799,-0.04578318698013413,-0.10388079108324384,
2,50,100,0.5,0.1,6.534524981679379,0.09997653772546866,0.1945881344700042,-0.14182429719749984,
2,50,100,0.5,0.3,3.317331597444897,0.12925202606941702,0.28614660200126046,-0.05705145662160187,
2,50,100,0.5,0.5,2.246082876258025,0.16302983131818571,0.32700555225138805,0.006118800171723031,
2,50,100,0.5,1.0,1.427320053439146,0.23430326382076333,0.32561924977691964,0.1139243800554445,
2,50,100,0.5,2.0,1.2727005472112767,0.2635240454266611,0.21515093378773345,0.167044331412372,
2,50,100,0.5,5.0,1.8034166904233495,0.17577881325072126,-0.08717997232768558,0.05264416995262372,
2,50,100,0.8,0.1,14.578904505693515,0.12729801287393794,0.16269015467253867,-0.10066364449423293,
2,50,100,0.8,0.3,10.787986013484135,0.1912388800612938,0.3017335024333756,-0.06902552930475747,
2,50,100,0.8,0.5,8.618236629418247,0.2171795587745724,0.35520437068429433,-0.0475392181482647,
2,50,100,0.8,1.0,5.657479638093286,0.2723622741796867,0.41808376152094034,0.01902261402296329,
2,50,100,0.8,2.0,3.0535945521329815,0.35481268318504966,0.41368772242193064,0.1628960765609956,
2,50,100,0.8,5.0,0.970388454007744,0.3241304624645673,0.17570630680835644,0.31324959430835647,
2,50,100,0.9,0.1,18.031431377028582,0.12935731902579992,0.12973534090685027,0.0019544666277378133,
2,50,100,0.9,0.3,15.292973938866348,0.22852334392696333,0.2939366489841622,0.06760008068532215,
2,50,100,0.9,0.5,13.540499907214752,0.2630932509626883,0.3535237288809322,0.09232402790424353,
2,50,100,0.9,1.0,10.697974022474757,0.3184426085986575,0.4290795427698857,0.14201354181298764,
2,50,100,0.9,2.0,7.497762017278799,0.3960956387796214,0.4685390431347607,0.24110232061468476,
2,50,100,0.9,5.0,3.050805175013893,0.3770600967453957,0.3225366146341537,0.33597909219406036,
