instance,n_traj,dim,noise,ks_true,err,coverage,topo
663,25,5,0.01,2.1789181931808583,,0.3016666666666667,0.0491018948009495
725,25,5,0.1,-33.13785935137783,,0.285,0.0440966235503838
787,25,6,0.01,-45.17999519324027,,0.2753333333333333,0.1220131844009687
849,25,6,0.1,-69.16244751925056,,0.285,0.0804504273442131
462,100,3,0.05,4.789913485957336,,0.711,0.0181604911447704
524,100,3,0.2,-10.794922538515332,,0.7176666666666667,0.021744505857718
601,100,4,0.1,-25.490568830187783,,0.719,0.0372069616147584
663,100,5,0.01,2.1789181931808583,,0.7076666666666667,0.0640493480076218
725,100,5,0.1,-33.13785935137783,,0.722,0.0390128506140224
787,100,6,0.01,-45.17999519324027,,0.737,0.0458435851306716
849,100,6,0.1,-69.16244751925056,,0.7336666666666667,0.0594227460157762
463,25,3,0.05,1.5260272664429309,,0.2613333333333333,-0.0381390737641207
540,25,4,0.01,0.8640063178340975,,0.26,-0.0026962839683526
602,25,4,0.1,29.480145418186098,,0.282,0.0478402307568536
664,25,5,0.01,-20.746348774718008,,0.2953333333333333,0.0875003348155395
726,25,5,0.1,-27.36501286887357,,0.295,0.1067187788419503
788,25,6,0.01,27.82760591019963,,0.279,0.040750362698066
850,25,6,0.1,36.32813350240218,,0.2846666666666667,0.0445484317644476
463,100,3,0.05,1.5260272664429309,,0.7186666666666667,0.0217493965579463
540,100,4,0.01,0.8640063178340975,,0.7156666666666667,0.0167059112612962
602,100,4,0.1,29.480145418186098,,0.7196666666666667,0.0436584841929926
664,100,5,0.01,-20.746348774718008,,0.7363333333333333,0.0558172300939619
726,100,5,0.1,-27.36501286887357,,0.7136666666666667,0.0478495372788281
788,100,6,0.01,27.82760591019963,,0.7243333333333334,0.0929405111952466
850,100,6,0.1,36.32813350240218,,0.7356666666666667,0.0398794296972529
464,25,3,0.05,-21.079559573576592,,0.279,0.0175729946038115
541,25,4,0.01,-0.036623222623584,,0.269,0.0134455756418851
603,25,4,0.1,-9.190322083736802,,0.2803333333333333,-0.0053451102049201
665,25,5,0.01,-44.1232350861954,,0.2793333333333333,0.0432573277391582
727,25,5,0.1,-20.20522058544134,,0.2916666666666667,0.0463695801969217
789,25,6,0.01,-43.329784414216405,,0.292,0.0375060875383718
851,25,6,0.1,-9.528899156859143,,0.29,0.08267881424314
464,100,3,0.05,-21.079559573576592,,0.7126666666666667,0.0197380232378995
541,100,4,0.01,-0.036623222623584,,0.7296666666666667,0.0652080957388114
603,100,4,0.1,-9.190322083736802,,0.7093333333333334,0.0579358175656158
665,100,5,0.01,-44.1232350861954,,0.7363333333333333,0.0448650699025075
727,100,5,0.1,-20.20522058544134,,0.718,0.0469724665233841
789,100,6,0.01,-43.329784414216405,,0.734,0.0128225330533081
851,100,6,0.1,-9.528899156859143,,0.7593333333333333,0.0634944411519182
423,25,3,0.01,-4.375614595954051,,0.2833333333333333,-0.0263943692577664
485,25,3,0.1,-20.52226204708142,,0.258,-0.0505156788486834
547,25,4,0.01,-29.76605096445724,,0.2766666666666666,0.0308712173712822
609,25,4,0.1,-0.0842488264840803,,0.271,-0.0031577381449926
671,25,5,0.01,-19.616145636909778,,0.278,0.0579582515904362
733,25,5,0.1,-36.53140813846787,,0.28,0.0083932146016349
810,25,6,0.05,-50.04826371600894,,0.2876666666666667,0.071478983503393
872,25,6,0.2,-31.49232593408417,,0.2863333333333333,0.0166468800441838
480,25,3,0.1,10.984687542340705,,0.2813333333333333,-0.0146809545815327
542,25,4,0.01,22.442617233270976,,0.286,0.0343301313822583
604,25,4,0.1,-3.1032668576189137,,0.2846666666666667,0.0203861486044147
666,25,5,0.01,-37.70430429832168,,0.29,0.0739992957117583
728,25,5,0.1,-86.78332400296945,,0.2846666666666667,0.0589385062217824
790,25,6,0.01,-54.921670100446896,,0.2913333333333333,0.0318793199679664
852,25,6,0.1,-29.39241479183089,,0.2993333333333333,0.0736415022837262
480,100,3,0.1,10.984687542340705,,0.717,0.0166794623313134
542,100,4,0.01,22.442617233270976,,0.724,0.0383272358137034
604,100,4,0.1,-3.1032668576189137,,0.75,0.0458417330141911
666,100,5,0.01,-37.70430429832168,,0.7183333333333334,0.0389232464509428
728,100,5,0.1,-86.78332400296945,,0.733,0.0149749849363451
790,100,6,0.01,-54.921670100446896,,0.743,0.1011325808942398
852,100,6,0.1,-29.39241479183089,,0.7526666666666667,0.0912870998178013
481,25,3,0.1,-5.728772538116581,,0.261,-0.0305434201452867
543,25,4,0.01,5.992532678039441,,0.2693333333333333,0.0101684044403801
605,25,4,0.1,-15.198491523550626,,0.2626666666666666,0.0557708507647745
667,25,5,0.01,-13.523752961154,,0.2883333333333333,0.0081301632884622
729,25,5,0.1,12.657273566920678,,0.2756666666666666,0.0285837758090489
791,25,6,0.01,13.844805645269425,,0.302,0.098784150790484
853,25,6,0.1,-28.91830997833552,,0.2966666666666667,0.0716052097720868
481,100,3,0.1,-5.728772538116581,,0.7056666666666667,0.0200437185894275
543,100,4,0.01,5.992532678039441,,0.7146666666666667,0.0630352590111867
605,100,4,0.1,-15.198491523550626,,0.7153333333333334,0.0097350672987033
667,100,5,0.01,-13.523752961154,,0.7143333333333334,0.1002898392632425
729,100,5,0.1,12.657273566920678,,0.709,0.0617723281017007
791,100,6,0.01,13.844805645269425,,0.7333333333333333,0.0667618032850127
853,100,6,0.1,-28.91830997833552,,0.734,0.0745985253725293
423,100,3,0.01,-4.375614595954051,,0.71,0.0434169632291706
485,100,3,0.1,-20.52226204708142,,0.6926666666666667,0.0196394109819862
547,100,4,0.01,-29.76605096445724,,0.7056666666666667,0.0567147023575294
609,100,4,0.1,-0.0842488264840803,,0.743,0.040796550381266
671,100,5,0.01,-19.616145636909778,,0.738,0.057141494154704
733,100,5,0.1,-36.53140813846787,,0.7206666666666667,0.0275259123917766
810,100,6,0.05,-50.04826371600894,,0.7373333333333333,0.0833847885988661
872,100,6,0.2,-31.49232593408417,,0.7386666666666667,0.0599581823483011
424,25,3,0.01,-4.175905001060452,,0.261,0.0222579574087734
486,25,3,0.1,-2.2494890599102795,,0.2663333333333333,-0.0030643987027761
548,25,4,0.01,-37.35838600844277,,0.285,0.0054462710901735
610,25,4,0.1,4.907010535399368,,0.2826666666666667,0.0556137055843111
672,25,5,0.01,4.810311591502766,,0.2936666666666667,0.0054747186937786
734,25,5,0.1,19.805718872836444,,0.2956666666666667,0.0603163531445945
811,25,6,0.05,-48.29800862013458,,0.2803333333333333,0.0814120532775057
873,25,6,0.2,-50.45518735514644,,0.289,0.1084560318207963
424,100,3,0.01,-4.175905001060452,,0.7003333333333334,0.0257510517491735
486,100,3,0.1,-2.2494890599102795,,0.721,0.0156769623562414
548,100,4,0.01,-37.35838600844277,,0.7166666666666667,0.0317794043663231
610,100,4,0.1,4.907010535399368,,0.7243333333333334,0.0342309500763332
672,100,5,0.01,4.810311591502766,,0.734,0.0178573933286089
734,100,5,0.1,19.805718872836444,,0.7103333333333334,0.0768244490540177
811,100,6,0.05,-48.29800862013458,,0.7486666666666667,0.0283904835448338
873,100,6,0.2,-50.45518735514644,,0.732,0.0506460670118294
