anchor,mix_ent,V,absorbed,dim,dataset,seed,ks_true
1663,0.9631425,1.1308386415511702,1.0,4,plane,1,0.0
54,0.4989002,0.9892935616037686,0.99999994,4,plane,1,0.0
247,1.2602572,1.433521091158442,1.0,4,plane,1,0.0
1635,0.11569872,0.6055612464697723,1.0,4,plane,1,0.0
68,1.5042465,1.5955054357718292,1.0,4,plane,1,0.0
1805,0.022709046,0.13809037452051398,1.0,4,plane,1,0.0
814,0.6361721,1.152379017766652,1.0,4,plane,1,0.0
169,0.32342714,0.8465878849116792,1.0,4,plane,1,0.0
661,0.057739906,0.7044278826392715,1.0,4,plane,1,0.0
1008,0.44625202,0.9851843614119608,0.99999994,4,plane,1,0.0
284,0.866922,1.1722449390291478,1.0,4,plane,1,0.0
621,0.52479935,0.9091006988645278,1.0,4,plane,1,0.0
1569,0.8499043,1.347411821051182,1.0,4,plane,1,0.0
1715,0.97506654,1.1632723774370286,1.0,4,plane,1,0.0
1966,0.09687585,0.8560385729176669,1.0,4,plane,1,0.0
268,0.659945,0.856859244687664,1.0,4,plane,1,0.0
810,1.0541033,1.4757636462163968,1.0,4,plane,1,0.0
1620,0.38329828,1.1045229717475058,1.0,4,plane,1,0.0
1624,0.92381775,1.3058359435219025,1.0,4,plane,1,0.0
515,0.9980335,1.314369255961382,1.0,4,plane,1,0.0
498,0.80434984,1.1291246364680119,1.0,4,plane,1,0.0
1495,1.1060646,1.2507205142664823,1.0,4,plane,1,0.0
411,0.20807812,0.7309207824354871,1.0,4,plane,1,0.0
1007,0.7486757,1.1360021933310145,1.0,4,plane,1,0.0
1072,0.6160495,1.0805301101764724,1.0,4,plane,1,0.0
1946,0.1894239,0.8715100656140057,1.0,4,plane,1,0.0
1866,0.06519108,0.7357787143900896,1.0,4,plane,1,0.0
1276,0.05186603,0.48931162114746024,1.0,4,plane,1,0.0
1092,0.054671124,0.4381864210438525,1.0,4,plane,1,0.0
1713,1.1041064,1.19775340856383,0.99999994,4,plane,1,0.0
1484,0.72329855,0.7535153177318665,1.0,4,plane,1,0.0
610,0.337203,0.5163621724022684,1.0,4,plane,1,0.0
932,0.24403022,0.9396854893895757,0.99999994,4,plane,1,0.0
79,0.8052262,1.2475616509660963,1.0,4,plane,2,0.0
1640,0.2990287,0.8704772274714352,1.0,4,plane,2,0.0
1598,1.0027347,1.251957202923582,0.99999994,4,plane,2,0.0
514,0.03187944,0.6604338501019414,1.0,4,plane,2,0.0
605,0.7210592,0.9908901596337889,0.99999994,4,plane,2,0.0
1862,0.38603774,0.9080634252398376,1.0,4,plane,2,0.0
299,0.47188717,1.1322847040083965,1.0,4,plane,2,0.0
