kind,dim,ks,integ_sign,integ_mag,iso,v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa
hyperbolic,2,-8.758458318101875,-0.42371704680029665,-2.60385632703113,-0.1389627224724735,-0.013365097508391292,-0.027564175973478662,0.012037610387878185,-6.040670778683542,-4.665205950840165,-0.0,0.28704404718835164
hyperbolic,2,-8.758458318101875,-0.4823892039761872,-2.364533690963642,-0.1389627224724735,-0.013999039374327752,-0.027234200861241512,0.007752362279915504,-6.132237506256124,-4.853744025145035,-0.0,0.12689027284847293
hyperbolic,2,-8.758458318101875,-0.4943932679514569,-2.5981763842204773,-0.1389627224724735,-0.015097774699522082,-0.026374292737041845,0.03322170782092054,-6.143677337533627,-4.971770281588288,-0.0,0.22797610243998315
hyperbolic,2,-8.758458318101875,-0.40897417052607166,-2.4589390250286733,-0.1389627224724735,-0.012112314229767947,-0.026815949305377906,0.0399923899985234,-6.01953122302586,-4.510011668463621,-0.0,0.40109290738793346
hyperbolic,2,-8.758458318101875,-0.4823892039761872,-2.502897299828779,-0.1389627224724735,-0.012893694868999292,-0.028379968732228828,0.019080578421780407,-6.165596689116933,-4.902556414470002,-0.0,0.37049466329905284
hyperbolic,2,-8.758458318101875,-0.2923874529481203,-2.4295398175236707,-0.1389627224724735,-0.011760107729485218,-0.028481161803851882,0.03699069528328741,-6.030076309531584,-4.506241793894636,-0.0,0.3055007838504253
hyperbolic,2,-8.758458318101875,-0.4826037391443497,-2.2727591685215467,-0.1389627224724735,-0.014103314778667103,-0.026668224737436175,0.015095831952054233,-6.102511466746411,-4.752997393623467,-0.0,0.1482286829370305
hyperbolic,2,-8.758458318101875,-0.43076910557163295,-1.4068113630822918,-0.1389627224724735,-0.012506199847593085,-0.025422828215094524,0.03378367467843665,-5.9809311242969185,-4.2965946154543815,-0.0,0.4106350102322223
torus,3,0.0,-0.2978869341448435,-1.0599961803611133,-0.1389627224724735,7.46550600311792e-08,0.5493496468049412,0.3901289732950174,-10.460143970208277,-1.0521423803919716,0.2951630096178518,-1.2637756052863016
torus,3,0.0,-0.36617722157996324,-0.3568803612306429,-0.1389627224724735,-6.195039030302585e-08,-0.12171417671570256,1.006944281455436,-10.87487954873262,-1.1815327345930307,0.2951630096178518,-1.0390178188177022
torus,3,0.0,-0.342071331579508,-0.9390592709746153,-0.1389627224724735,1.501512146826345e-07,0.5493496468050396,1.3715047608358457,-10.657105933441889,-1.4593423311234779,0.2951630096178518,-1.4380675471293378
torus,3,0.0,-0.16353381450493626,-0.6999207416160997,-0.1389627224724735,-2.0681533936183128e-08,0.15551877461537056,-1.3224757827990963,-9.031164946546186,-0.018821162619313287,0.2951630096178518,-0.5937008527312221
torus,3,0.0,-0.3440908554422568,-0.0994674066469561,-0.1389627224724735,1.3180225858550894e-07,-1.0402921552450337,-0.6166749087171194,-12.34959623749125,-0.8001421803224698,0.2951630096178518,0.2688831876886075
