readout,dest,m,pool,p,value,ks,kind,dim,seed,dist
resid_n,true,30,single,113,-0.0038110006632617217,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,113,0.0012969246921904296,4.928833467312116,sphere,2,1,exact
resid,est,30,single,113,-0.0024686887770892898,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,113,-0.0038110006632617217,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,113,0.0012969246921904296,4.928833467312116,sphere,2,1,exact
resid,true,30,single,210,-0.0019952204441830014,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,210,-0.0036780033766278873,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,210,0.0005634298423720931,4.928833467312116,sphere,2,1,exact
resid,est,30,single,210,-0.0019952204441830014,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,210,-0.0036780033766278873,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,210,0.0005634298423720931,4.928833467312116,sphere,2,1,exact
resid,true,30,single,583,-0.0008318551272375892,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,583,-0.0022312735760595466,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,583,0.00036707268013391736,4.928833467312116,sphere,2,1,exact
resid,est,30,single,583,-0.0008318551272375892,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,583,-0.0022312735760595466,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,583,0.00036707268013391736,4.928833467312116,sphere,2,1,exact
resid,true,30,single,235,-0.0014743394551130018,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,235,-0.0030409907510300445,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,235,0.0005990094301511502,4.928833467312116,sphere,2,1,exact
resid,est,30,single,235,-0.0014743394551130018,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,235,-0.0030409907510300445,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,235,0.0005990094301511502,4.928833467312116,sphere,2,1,exact
resid,true,30,single,953,-0.0014733328846789691,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,953,-0.0030926727187248937,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,953,0.0005735444908107707,4.928833467312116,sphere,2,1,exact
resid,est,30,single,953,-0.0014733328846789691,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,953,-0.0030926727187248937,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,953,0.0005735444908107707,4.928833467312116,sphere,2,1,exact
resid,true,30,single,299,-0.0015717048534510812,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,299,-0.0031607039248180784,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,299,0.0005456269850415487,4.928833467312116,sphere,2,1,exact
resid,est,30,single,299,-0.0015717048534510812,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,299,-0.0031607039248180784,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,299,0.0005456269850415487,4.928833467312116,sphere,2,1,exact
resid,true,30,single,155,-0.0023473846234581546,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,155,-0.003735914303690781,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,155,0.0007830824817296369,4.928833467312116,sphere,2,1,exact
resid,est,30,single,155,-0.0023473846234581546,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,155,-0.003735914303690781,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,155,0.0007830824817296369,4.928833467312116,sphere,2,1,exact
resid,true,30,single,18,-0.0037923986341523957,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,18,-0.004820008449553196,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,18,0.0009277893902267529,4.928833467312116,sphere,2,1,exact
resid,est,30,single,18,-0.0037923986341523957,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,18,-0.004820008449553196,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,18,0.0009277893902267529,4.928833467312116,sphere,2,1,exact
resid,true,30,single,115,-0.0015498947159399883,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,115,-0.003284476454356311,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,115,0.00048251290791151793,4.928833467312116,sphere,2,1,exact
resid,est,30,single,115,-0.0015498947159399883,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,115,-0.003284476454356311,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,115,0.00048251290791151793,4.928833467312116,sphere,2,1,exact
resid,true,30,single,241,-0.0014082283667580819,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,241,-0.002972773329459083,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,241,0.0005585952457507846,4.928833467312116,sphere,2,1,exact
resid,est,30,single,241,-0.0014082283667580819,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,241,-0.002972773329459083,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,241,0.0005585952457507846,4.928833467312116,sphere,2,1,exact
resid,true,30,single,401,-0.0016780507451067896,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,401,-0.0028535049030713995,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,401,0.0012127031832850081,4.928833467312116,sphere,2,1,exact
resid,est,30,single,401,-0.0016780507451067896,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,401,-0.0028535049030713995,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,401,0.0012127031832850081,4.928833467312116,sphere,2,1,exact
resid,true,30,single,1092,-0.0013781410535291096,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,1092,-0.00298565376958882,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,1092,0.0007455770774052257,4.928833467312116,sphere,2,1,exact
resid,est,30,single,1092,-0.0013781410535291096,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,1092,-0.00298565376958882,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,1092,0.0007455770774052257,4.928833467312116,sphere,2,1,exact
resid,true,30,single,470,-0.0013929809720732427,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,470,-0.002973434105032584,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,470,0.0005445974576084432,4.928833467312116,sphere,2,1,exact
resid,est,30,single,470,-0.0013929809720732427,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,470,-0.002973434105032584,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,470,0.0005445974576084432,4.928833467312116,sphere,2,1,exact
resid,true,30,single,512,-0.001860851764682305,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,512,-0.0035611841245109365,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,512,0.0005441984250518017,4.928833467312116,sphere,2,1,exact
resid,est,30,single,512,-0.001860851764682305,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,512,-0.0035611841245109365,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,512,0.0005441984250518017,4.928833467312116,sphere,2,1,exact
resid,true,30,single,301,-0.0023968363601296256,4.928833467312116,sphere,2,1,exact
resid_n,true,30,single,301,-0.00407500828341851,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,single,301,0.000571654433844566,4.928833467312116,sphere,2,1,exact
resid,est,30,single,301,-0.0023968363601296256,4.928833467312116,sphere,2,1,exact
resid_n,est,30,single,301,-0.00407500828341851,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,single,301,0.000571654433844566,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,127,-0.004646595494003586,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,127,-0.00502937242844059,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,127,0.001727840410641439,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,127,-0.004646595494003586,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,127,-0.00502937242844059,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,127,0.001727840410641439,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,89,-0.006515420107403449,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,89,-0.006148343044613251,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,89,0.0019055851075288292,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,89,-0.006515420107403449,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,89,-0.006148343044613251,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,89,0.0019055851075288292,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,591,-0.003146516219540615,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,591,-0.004361984896966859,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,591,0.0011911154855064653,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,591,-0.003146516219540615,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,591,-0.004361984896966859,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,591,0.0011911154855064653,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,780,-0.009197839282419691,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,780,-0.007450741246031156,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,780,0.0028014176232683645,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,780,-0.009197839282419691,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,780,-0.007450741246031156,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,780,0.0028014176232683645,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,212,-0.012360601650695004,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,212,-0.00874778807602091,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,212,0.00400881322465884,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,212,-0.012360601650695004,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,212,-0.00874778807602091,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,212,0.00400881322465884,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,430,-0.005365236205476099,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,430,-0.005148115855296204,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,430,0.002287965472243715,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,430,-0.005365236205476099,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,430,-0.005148115855296204,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,430,0.002287965472243715,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,568,-0.004299707690951647,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,568,-0.005027041528341647,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,568,0.0016123427772163157,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,568,-0.004299707690951647,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,568,-0.005027041528341647,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,568,0.0016123427772163157,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,907,-0.006979461765793426,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,907,-0.00652267477711687,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,907,0.0030508544467744195,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,907,-0.006979461765793426,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,907,-0.00652267477711687,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,907,0.0030508544467744195,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,739,-0.005086006788576484,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,739,-0.005243658202091125,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,739,0.002300589723728824,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,739,-0.005086006788576484,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,739,-0.005243658202091125,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,739,0.002300589723728824,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,1165,-0.010403448130742662,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,1165,-0.007812079844203789,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,1165,0.003527127694904578,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,1165,-0.010403448130742662,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,1165,-0.007812079844203789,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,1165,0.003527127694904578,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,336,-0.005277922528286169,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,336,-0.005428515627250942,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,336,0.0018695259022423313,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,336,-0.005277922528286169,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,336,-0.005428515627250942,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,336,0.0018695259022423313,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,123,-0.004520786154302113,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,123,-0.005104400702742499,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,123,0.0025327039047071754,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,123,-0.004520786154302113,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,123,-0.005104400702742499,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,123,0.0025327039047071754,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,1048,-0.0031556978461860473,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,1048,-0.0042707634360954864,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,1048,0.0012467889028355585,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,1048,-0.0031556978461860473,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,1048,-0.0042707634360954864,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,1048,0.0012467889028355585,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,535,-0.005098391264234996,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,535,-0.005482827500211845,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,535,0.0019559439571181984,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,535,-0.005098391264234996,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,535,-0.005482827500211845,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,535,0.0019559439571181984,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,218,-0.009727244436436359,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,218,-0.007775189601549511,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,218,0.003272659657751171,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,218,-0.009727244436436359,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,218,-0.007775189601549511,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,218,0.003272659657751171,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,251,-0.008297981581062763,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,251,-0.006931088920155649,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,251,0.002675344495408163,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,251,-0.008297981581062763,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,251,-0.006931088920155649,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,251,0.002675344495408163,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,179,-0.007902639414140492,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,179,-0.006429066502405264,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,179,0.00318746789475036,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,179,-0.007902639414140492,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,179,-0.006429066502405264,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,179,0.00318746789475036,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,895,-0.006409097183932677,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,895,-0.005987729484770779,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,895,0.002844615189858121,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,895,-0.006409097183932677,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,895,-0.005987729484770779,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,895,0.002844615189858121,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,1002,-0.006290444817587244,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,1002,-0.005786020714565351,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,1002,0.0023590714571199906,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,1002,-0.006290444817587244,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,1002,-0.005786020714565351,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,1002,0.0023590714571199906,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,965,-0.005581027383655022,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,965,-0.005769749769468228,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,965,0.0018690345287334432,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,965,-0.005581027383655022,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,965,-0.005769749769468228,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,965,0.0018690345287334432,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,1123,-0.008385114846181624,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,1123,-0.0069728899466379585,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,1123,0.003137400774143765,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,1123,-0.008385114846181624,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,1123,-0.0069728899466379585,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,1123,0.003137400774143765,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,799,-0.005474213498107661,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,799,-0.0055385500518899565,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,799,0.002526150628026971,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,799,-0.005474213498107661,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,799,-0.0055385500518899565,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,799,0.002526150628026971,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,75,-0.005157995783653897,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,75,-0.005391950292596859,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,75,0.0016944511750206764,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,75,-0.005157995783653897,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,75,-0.005391950292596859,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,75,0.0016944511750206764,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,1166,-0.004534654665538654,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,1166,-0.005093433909090466,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,1166,0.002622129491585164,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,1166,-0.004534654665538654,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,1166,-0.005093433909090466,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,1166,0.002622129491585164,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,711,-0.004452558349952894,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,711,-0.004970526410073504,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,711,0.00293281584172155,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,711,-0.004452558349952894,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,711,-0.004970526410073504,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,711,0.00293281584172155,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,113,-0.008862242890720805,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,113,-0.007293799016665508,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,113,0.0042789849590437945,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,113,-0.008862242890720805,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,113,-0.007293799016665508,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,113,0.0042789849590437945,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,210,-0.006978246516701415,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,210,-0.006610978493836017,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,210,0.0028445864571757123,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,210,-0.006978246516701415,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,210,-0.006610978493836017,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,210,0.0028445864571757123,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,583,-0.0034843223956985063,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,583,-0.00431404856351233,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,583,0.001826900112757898,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,583,-0.0034843223956985063,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,583,-0.00431404856351233,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,583,0.001826900112757898,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,235,-0.004700843876363812,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,235,-0.005217922065727329,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,235,0.0021719322820276457,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,235,-0.004700843876363812,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,235,-0.005217922065727329,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,235,0.0021719322820276457,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,953,-0.0066448758052057464,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,953,-0.006050045946245092,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,953,0.002565397280480499,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,953,-0.0066448758052057464,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,953,-0.006050045946245092,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,953,0.002565397280480499,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,299,-0.004619640304316436,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,299,-0.005070850891655642,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,299,0.0018514324268708617,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,299,-0.004619640304316436,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,299,-0.005070850891655642,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,299,0.0018514324268708617,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,155,-0.006201432771210644,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,155,-0.0061685607089230505,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,155,0.00210106318264445,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,155,-0.006201432771210644,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,155,-0.0061685607089230505,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,155,0.00210106318264445,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,18,-0.009523429130698272,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,18,-0.0075735455896371266,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,18,0.002186179886289225,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,18,-0.009523429130698272,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,18,-0.0075735455896371266,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,18,0.002186179886289225,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,115,-0.004506022020282262,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,115,-0.00510837358366244,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,115,0.001994697862634925,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,115,-0.004506022020282262,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,115,-0.00510837358366244,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,115,0.001994697862634925,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,241,-0.005808323287766176,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,241,-0.005914805314052966,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,241,0.0021892884663423907,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,241,-0.005808323287766176,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,241,-0.005914805314052966,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,241,0.0021892884663423907,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,401,-0.007429473043877006,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,401,-0.006339289407230515,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,401,0.003341041591823485,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,401,-0.007429473043877006,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,401,-0.006339289407230515,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,401,0.003341041591823485,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,1092,-0.004351844868862431,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,1092,-0.004818432040097811,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,1092,0.002473187502747485,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,1092,-0.004351844868862431,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,1092,-0.004818432040097811,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,1092,0.002473187502747485,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,470,-0.004610396865400795,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,470,-0.005049135223838343,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,470,0.0018871267742943036,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,470,-0.004610396865400795,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,470,-0.005049135223838343,4.928833467312116,sphere,2,1,exact
lam_d1,est,30,jitter,470,0.0018871267742943036,4.928833467312116,sphere,2,1,exact
resid,true,30,jitter,512,-0.005752549357895289,4.928833467312116,sphere,2,1,exact
resid_n,true,30,jitter,512,-0.00584076649331926,4.928833467312116,sphere,2,1,exact
lam_d1,true,30,jitter,512,0.0023996868251753953,4.928833467312116,sphere,2,1,exact
resid,est,30,jitter,512,-0.005752549357895289,4.928833467312116,sphere,2,1,exact
resid_n,est,30,jitter,512,-0.00584076649331926,4.928833467312116,sphere,2,1,exact
