variant,mani,seed,ks,dH
asym,necklace3,0,44.08747005616154,0.299954521761836
asym,necklace3,0,44.35823052137638,0.3586781976796889
asym,necklace3,0,44.60036281730099,0.3261646596529948
asym,necklace3,0,44.73583667831524,0.27517745218965217
asym,necklace3,0,44.88361011641946,0.31800457513648794
asym,necklace3,0,44.95968760225325,0.2344738377076947
asym,necklace3,0,45.02745880138822,0.32943339385234705
asym,necklace3,1,-100.1451645880747,-0.00957028704429419
asym,necklace3,1,-68.7671539765135,0.16991604238133995
asym,necklace3,1,-49.574798157278394,0.20292745304451731
asym,necklace3,1,-32.38312504503728,0.11203633760984655
asym,necklace3,1,-20.016532361535216,0.18190016545327214
asym,necklace3,1,-11.815985507833355,0.22578735720023158
asym,necklace3,1,-7.372562975255535,0.20630172949737524
asym,necklace3,1,0.09023837819769713,0.21855221212622578
asym,necklace3,1,5.632841128262393,0.23784825505818485
asym,necklace3,1,9.202006216856216,0.22524585456449753
asym,necklace3,1,13.405679893722953,0.1996231503701651
asym,necklace3,1,17.252537526587137,0.2413473518318714
asym,necklace3,1,19.92829023138504,0.24632154437657228
asym,necklace3,1,22.944365658261535,0.2259367260501337
asym,necklace3,1,25.015107507905952,0.27392163792859225
asym,necklace3,1,27.46295210919029,0.25521311544588166
asym,necklace3,1,29.29616933039016,0.2455005504969412
asym,necklace3,1,30.754258409077583,0.2106587376500073
asym,necklace3,1,31.826662962871097,0.26640715668171744
asym,necklace3,1,33.05339088065954,0.26574698128714047
asym,necklace3,1,34.11913152854208,0.25887139238772683
asym,necklace3,1,35.67305671501364,0.2540857472917244
asym,necklace3,1,36.6266866524141,0.28922213522270823
asym,necklace3,1,37.577300074317215,0.23832526444698576
asym,necklace3,1,38.61949241875429,0.26927280810199417
asym,necklace3,1,39.506534347888525,0.28103920773331037
asym,necklace3,1,40.554659909594776,0.2376143515592517
asym,necklace3,1,41.15376928609365,0.24331232526848723
asym,necklace3,1,41.600516067759884,0.27114427432818466
asym,necklace3,1,42.214848013192245,0.30595499189888997
asym,necklace3,1,42.622375480553785,0.26545366993045505
asym,necklace3,1,43.05089385790333,0.23021961783549294
asym,necklace3,1,43.481394289482076,0.23755204999949786
asym,necklace3,1,43.74685701531862,0.2808547615053447
asym,necklace3,1,43.93685394013632,0.2637249692665611
asym,necklace3,1,44.13811500563018,0.262681021002936
asym,necklace3,1,44.342641357989464,0.3019192803107673
asym,necklace3,1,44.4838011895709,0.23919749335530227
asym,necklace3,1,44.58530341021386,0.24280309097480757
asym,necklace3,1,44.667580565383346,0.26020745004106605
asym,torus_rev,0,-23.338538707045892,0.3751663385730897
asym,torus_rev,0,-22.17777597859717,0.3937348084040462
asym,torus_rev,0,-20.512259553453593,0.41492925156024096
asym,torus_rev,0,-18.11700487522931,0.39638341978865466
asym,torus_rev,0,-15.763058546386587,0.40958909964690093
asym,torus_rev,0,-14.031088153368115,0.39994626087195506
asym,torus_rev,0,-12.050136273827365,0.4597458533725156
asym,torus_rev,0,-10.060074193652808,0.4433900528640118
asym,torus_rev,0,-8.096231529399267,0.46387764103509177
asym,torus_rev,0,-6.650258845482888,0.4347705511582154
asym,torus_rev,0,-5.023364187322898,0.43211991441624154
asym,torus_rev,0,-3.2579852460175096,0.4420135076142646
asym,torus_rev,0,-1.9307032238876687,0.4829859444644491
