kind_ok,m,rate_deform,rate_channel,static_score,ks,delocal_r,kind,dim,seed,point,config
1.0,120,1.3519398008712204e-05,1.304150571505384e-05,-0.00035481855984862017,25.513851495559663,-0.4281938023115767,dumbbell,3,1,553,center
1.0,120,-0.005017834060277412,2.858170091416904e-06,-0.00022867400892115385,27.463500447809487,-0.3721740949544348,dumbbell,3,1,54,center
1.0,120,-0.0016979238710171853,3.253652365161249e-05,-0.000923048788835867,28.57160409400671,-0.4481180802037774,dumbbell,3,1,758,center
1.0,120,-0.0013605693225291937,-1.6507081622781545e-05,-0.002377974502712173,29.99682202749544,-0.4963536992058584,dumbbell,3,1,777,center
1.0,120,-0.001396305948255076,6.530563572582082e-06,0.004538895428988431,30.946659713529492,-0.23646588313467423,dumbbell,3,1,814,center
1.0,120,-0.002580251523481248,2.6038336859398232e-05,7.204025954467568e-05,32.83639520675109,-0.4532186348868925,dumbbell,3,1,690,center
1.0,120,-0.0043159238440444725,4.084637151180459e-06,-0.0028629675414869288,34.475740392444465,-0.3657339487638275,dumbbell,3,1,193,center
1.0,120,-0.0019414063117497958,-8.484685158312763e-06,0.003428981716500258,35.9840990363241,-0.3633150950417742,dumbbell,3,1,20,center
1.0,120,-0.0005868577854510977,2.7291859730678898e-05,-0.001877334092673062,37.32511413582913,-0.3844378687244701,dumbbell,3,1,248,center
1.0,120,-0.007990441267514007,1.4841208484976201e-05,-0.0050145976372969366,38.5042426324266,-0.4058711120299272,dumbbell,3,1,117,center
1.0,120,-0.0023682632254977626,-1.8309520594191515e-05,0.004672414792696375,39.667161698015704,-0.37889127273719364,dumbbell,3,1,430,center
1.0,120,-0.004916984881214785,3.899036093428047e-05,0.006435807226892087,40.84391815572795,-0.46856974530891116,dumbbell,3,1,542,center
1.0,120,-0.0014146534543735105,4.924498907321606e-06,0.0037894778760927342,42.00569282717917,-0.45146614687912623,dumbbell,3,1,729,center
1.0,120,-0.005086894184383179,1.9333782891095552e-05,-0.006939560226421312,43.33827316085232,-0.45280970020747985,dumbbell,3,1,745,center
1.0,120,-0.0018121961940247657,2.1821588739830606e-05,0.005186050039691639,44.235316073359755,-0.2646303350183861,dumbbell,3,1,631,center
1.0,120,-0.0010641770630796796,3.8931657749448806e-07,-0.0027831044317201937,45.052919403324154,-0.2878386112133724,dumbbell,3,1,984,center
1.0,120,-0.0031282071468900306,1.821161226918851e-05,-0.0014133233140757582,45.61295288140431,-0.384312079126055,dumbbell,3,1,530,center
1.0,120,-0.001527280576031098,1.8800824769312403e-05,0.0009837114280961945,46.21632109012934,-0.44330349892810506,dumbbell,3,1,387,center
1.0,120,-0.0009542850258305036,1.1739617869229354e-05,-0.002092420255490804,46.66047677273177,-0.3965822992841813,dumbbell,3,1,827,center
1.0,120,-0.002907346894851785,6.0997332787415814e-05,-0.0004858667201778461,47.0098099028612,-0.3787511308220627,dumbbell,3,1,1093,center
1.0,120,-0.0059324577162809785,-2.722439906340431e-05,0.0031287688771690423,47.13562084320015,-0.4182080971117252,dumbbell,3,1,609,center
1.0,120,-0.0041593319951084,1.9884581063204603e-05,0.004206177930345771,47.17124512571931,-0.44376756580616056,dumbbell,3,1,1108,center
1.0,120,-0.001759993826663173,1.3609217397458906e-07,-0.009157673916430065,-177.38154249656927,-0.22525745880541723,dumbbell,4,0,81,allpairs
1.0,120,0.00010044263530635255,-1.66638191926675e-06,-0.010129040358643152,-51.13758727138679,-0.06431457709648572,dumbbell,4,0,595,allpairs
1.0,120,0.00018791096423866527,-3.2723591102031455e-06,-0.005565468350945928,-1.7226480455001896,-0.04454845673378972,dumbbell,4,0,34,allpairs
1.0,120,7.438247294486064e-05,-4.655635819380184e-06,-0.0015032818065546343,19.10245916604164,0.02628785416837183,dumbbell,4,0,252,allpairs
1.0,120,8.042092048453098e-05,-2.1892274186067576e-07,-0.010215609008863275,20.428832865880103,0.0008204234384386573,dumbbell,4,0,1155,allpairs
1.0,120,-0.0020616599742348716,-7.5077466155093475e-06,-0.004094289871222827,22.030237944598838,-0.055424907465972395,dumbbell,4,0,111,allpairs
1.0,120,5.959034126081152e-05,-1.3032389496459018e-06,0.00029789750474177234,24.208618674715655,-0.01751934149287258,dumbbell,4,0,95,allpairs
1.0,120,3.920754299733017e-05,-9.539364966097235e-07,-0.006840027011715882,27.393585939576916,0.018171945940306244,dumbbell,4,0,401,allpairs
1.0,120,8.249522606773996e-05,-2.985764332367561e-06,-0.0036060301754007222,29.329973245675305,-0.04856528818234565,dumbbell,4,0,576,allpairs
1.0,120,6.486811060239332e-05,-6.863012291802306e-07,-0.0004497596823049843,31.531406949379118,0.022493442481682047,dumbbell,4,0,105,allpairs
1.0,120,-0.0017123776118018296,2.1323532246597665e-06,-0.0011840927308673882,33.08837306668558,-0.000668048486261916,dumbbell,4,0,1157,allpairs
1.0,120,0.00011641834063613743,1.6462134597716727e-06,-0.0012425203473172425,36.197610803423196,-0.022778182192885375,dumbbell,4,0,45,allpairs
1.0,120,0.00015395258131712755,-7.894315535198851e-06,-0.021807732688530722,38.73220184044905,-0.02277303079259909,dumbbell,4,0,296,allpairs
1.0,120,6.66757359531848e-05,-1.0439069061026391e-06,-0.0015233261595247508,40.75258570486929,0.014296603281917074,dumbbell,4,0,727,allpairs
1.0,120,2.2327404535153285e-05,3.6815965920311555e-07,-0.006913299775210255,42.537709130935276,-0.04630922670279956,dumbbell,4,0,710,allpairs
