config,kind,dim,seed,noise,p,score,ks
resid_n|true|m120|single,dumbbell,3,0,0.15,1197,0.08745055346414325,25.32533056307868
resid_n|true|m120|single,dumbbell,3,0,0.15,1039,0.025400603286427126,26.66994041952738
resid_n|true|m120|single,dumbbell,3,0,0.15,769,0.08053926098246171,28.08929574552609
resid_n|true|m120|single,dumbbell,3,0,0.15,994,0.01776306399818439,29.45990972926113
resid_n|true|m120|single,dumbbell,3,0,0.15,662,0.08685149644653951,31.275425390450874
resid_n|true|m120|single,dumbbell,3,0,0.15,973,0.07774454636538289,32.66678464124537
resid_n|true|m120|single,dumbbell,3,0,0.15,1326,0.0799322175554094,34.09772237779084
resid_n|true|m120|single,dumbbell,3,0,0.15,1123,0.07504177783280214,35.112467794463434
resid_n|true|m120|single,dumbbell,3,0,0.15,1035,0.08740992614647641,36.73115980052288
resid_n|true|m120|single,dumbbell,3,0,0.15,235,0.03994375043483913,38.10959482144626
resid_n|true|m120|single,dumbbell,3,0,0.15,1302,0.04788001470667397,39.18817135356253
resid_n|true|m120|single,dumbbell,3,0,0.15,430,0.05312380408442788,40.712697724084435
resid_n|true|m120|single,dumbbell,3,0,0.15,1388,0.05344717902199599,41.681986434549394
resid_n|true|m120|single,dumbbell,3,0,0.15,491,0.08368751644158662,42.77001054169692
resid_n|true|m120|single,dumbbell,3,0,0.15,604,0.07052598863601128,43.79716356336398
resid_n|true|m120|single,dumbbell,3,0,0.15,1337,0.040398404520342844,44.68615129783242
resid_n|true|m120|single,dumbbell,3,0,0.15,65,0.07891702543736054,45.233125417757044
resid_n|true|m120|single,dumbbell,3,0,0.15,493,0.07942503624259283,45.780305866886444
resid_n|true|m120|single,dumbbell,3,0,0.15,874,0.07970514948082184,46.19927172362648
resid_n|true|m120|single,dumbbell,3,0,0.15,47,0.06814092944270006,46.58109716146477
resid_n|true|m120|single,dumbbell,3,0,0.15,858,0.07237411227953798,46.78366100056525
resid_n|true|m120|single,dumbbell,3,0,0.15,463,0.069029396659525,46.88050407989436
resid_n|true|m30|single,dumbbell,3,1,0.0,139,-0.11711349730110021,-163.05027066742417
resid_n|true|m30|single,dumbbell,3,1,0.0,1123,-0.015890142864164267,-76.88003186380682
resid_n|true|m30|single,dumbbell,3,1,0.0,956,-0.008461789624742666,-24.09841975894752
resid_n|true|m30|single,dumbbell,3,1,0.0,1074,0.000170766792545006,2.5730277625487803
resid_n|true|m30|single,dumbbell,3,1,0.0,537,0.013757371440413318,9.319119850840071
resid_n|true|m30|single,dumbbell,3,1,0.0,1171,0.01955927203559296,9.827566486525761
resid_n|true|m30|single,dumbbell,3,1,0.0,536,0.01647374979756039,10.438812379393847
resid_n|true|m30|single,dumbbell,3,1,0.0,119,0.017263541676326193,10.919434269402588
resid_n|true|m30|single,dumbbell,3,1,0.0,809,0.022767608923606658,11.652628213180689
resid_n|true|m30|single,dumbbell,3,1,0.0,681,0.024940875554918113,12.65772894428148
resid_n|true|m30|single,dumbbell,3,1,0.0,835,0.02222751367796452,13.627705823524463
resid_n|true|m30|single,dumbbell,3,1,0.0,1316,0.019784838485562378,15.005789679021255
resid_n|true|m30|single,dumbbell,3,1,0.0,771,0.02719000746486407,16.609311436561743
resid_n|true|m30|single,dumbbell,3,1,0.0,913,0.023864985541506498,17.86615680810007
resid_n|true|m30|single,dumbbell,3,1,0.0,102,0.029605752291723943,19.4965709239538
resid_n|true|m30|single,dumbbell,3,1,0.0,620,0.02815708908129795,20.91953974494317
resid_n|true|m30|single,dumbbell,3,1,0.0,765,0.027530133599692762,22.506692039720782
resid_n|true|m30|single,dumbbell,3,1,0.0,487,0.029471456455315972,23.69355752798412
resid_n|true|m30|single,dumbbell,3,1,0.0,1052,0.029612355914712597,25.14902112794465
resid_n|true|m30|single,dumbbell,3,1,0.0,104,0.03564869660057532,27.1739472461733
resid_n|true|m30|single,dumbbell,3,1,0.0,758,0.03344163738781313,28.49430391385923
resid_n|true|m30|single,dumbbell,3,1,0.0,202,0.037876078789014334,29.870041876865518
resid_n|true|m30|single,dumbbell,3,1,0.0,145,0.03531281989069468,30.830767641091178
resid_n|true|m30|single,dumbbell,3,1,0.0,969,0.038093907702697286,32.64198789118873
resid_n|true|m30|single,dumbbell,3,1,0.0,757,0.03772887454412311,34.034594406460805
resid_n|true|m30|single,dumbbell,3,1,0.0,960,0.03248075130877884,35.64456075997031
resid_n|true|m30|single,dumbbell,3,1,0.0,845,0.0418632760313541,37.150282629317665
resid_n|true|m30|single,dumbbell,3,1,0.0,155,0.040642360900103,38.24810646239497
resid_n|true|m30|single,dumbbell,3,1,0.0,25,0.03966399130230762,39.44370346794428
resid_n|true|m30|single,dumbbell,3,1,0.0,945,0.03984384826090162,40.72563108011806
resid_n|true|m30|single,dumbbell,3,1,0.0,146,0.03790763826220878,41.95839889743983
resid_n|true|m30|single,dumbbell,3,1,0.0,163,0.03586874429531842,43.286215515250674
resid_n|true|m30|single,dumbbell,3,1,0.0,243,0.03682843819241813,44.126163531638525
resid_n|true|m30|single,dumbbell,3,1,0.0,166,0.04044461117868407,44.963590884730856
resid_n|true|m30|single,dumbbell,3,1,0.0,628,0.044525579315412685,45.60179015267164
resid_n|true|m30|single,dumbbell,3,1,0.0,255,0.03901319047798014,46.140655932591855
resid_n|true|m30|single,dumbbell,3,1,0.0,312,0.0430966134588459,46.585841203189986
resid_n|true|m30|single,dumbbell,3,1,0.0,472,0.04421526417603333,46.8878134227723
resid_n|true|m30|single,dumbbell,3,1,0.0,40,0.04707669888121975,47.00198547578471
resid_n|true|m30|single,dumbbell,3,1,0.0,1108,0.04346794141067562,47.04362380862414
resid_n|true|m60|single,dumbbell,3,1,0.0,139,-0.1902322630218018,-163.05027066742417
resid_n|true|m60|single,dumbbell,3,1,0.0,1123,-0.07168112208399749,-76.88003186380682
resid_n|true|m60|single,dumbbell,3,1,0.0,956,-0.03307420495058564,-24.09841975894752
resid_n|true|m60|single,dumbbell,3,1,0.0,1074,-0.010430435375706338,2.5730277625487803
resid_n|true|m60|single,dumbbell,3,1,0.0,537,0.01895406106283081,9.319119850840071
resid_n|true|m60|single,dumbbell,3,1,0.0,1171,0.02475632381733256,9.827566486525761
resid_n|true|m60|single,dumbbell,3,1,0.0,536,0.023127482915939867,10.438812379393847
resid_n|true|m60|single,dumbbell,3,1,0.0,119,0.0044851763102251785,10.919434269402588
resid_n|true|m60|single,dumbbell,3,1,0.0,809,0.030712666438294012,11.652628213180689
resid_n|true|m60|single,dumbbell,3,1,0.0,681,0.027495920526116064,12.65772894428148
resid_n|true|m60|single,dumbbell,3,1,0.0,835,0.03237205198247343,13.627705823524463
resid_n|true|m60|single,dumbbell,3,1,0.0,1316,0.03347030352188908,15.005789679021255
resid_n|true|m60|single,dumbbell,3,1,0.0,771,0.035321658927366585,16.609311436561743
resid_n|true|m60|single,dumbbell,3,1,0.0,913,0.036674431535218585,17.86615680810007
resid_n|true|m60|single,dumbbell,3,1,0.0,102,0.04030157386597957,19.4965709239538
resid_n|true|m60|single,dumbbell,3,1,0.0,620,0.04090994932721988,20.91953974494317
resid_n|true|m60|single,dumbbell,3,1,0.0,765,0.04548744663042189,22.506692039720782
resid_n|true|m60|single,dumbbell,3,1,0.0,487,0.04974982126263214,23.69355752798412
resid_n|true|m60|single,dumbbell,3,1,0.0,1052,0.044425820222367615,25.14902112794465
resid_n|true|m60|single,dumbbell,3,1,0.0,104,0.055906729143711836,27.1739472461733
resid_n|true|m60|single,dumbbell,3,1,0.0,758,0.050556049213647244,28.49430391385923
resid_n|true|m60|single,dumbbell,3,1,0.0,202,0.048817265730593265,29.870041876865518
resid_n|true|m60|single,dumbbell,3,1,0.0,145,0.050157265904521,30.830767641091178
