anchor,ks,V,ent0,entw,frac0,fracw,d_ent,d_frac,kind,dim,seed,mode,goal_acc
776,38.32261524532883,0.13985664688929222,6.17557,3.7674346,0.0,0.75,-2.4081354,0.75,necklace,3,0,proxy,1.0
309,38.91090647798224,0.6992841084257024,6.235712,3.0610762,0.0,1.0,-3.174636,1.0,necklace,3,0,proxy,1.0
1219,39.703673013211564,0.15448738814260468,6.2109184,3.9758065,0.0,0.375,-2.235112,0.375,necklace,3,0,proxy,1.0
161,40.512253631050285,0.43516771739303317,6.239687,3.3362336,0.0,1.0,-2.9034534,1.0,necklace,3,0,proxy,1.0
713,40.91411010794397,0.0,6.1480017,3.2531466,0.0,0.375,-2.894855,0.375,necklace,3,0,proxy,1.0
1393,41.41131377959328,0.0,6.2878666,3.3674605,0.0,0.75,-2.920406,0.75,necklace,3,0,proxy,1.0
356,41.88658103953931,0.16496319699080086,6.285165,2.9052851,0.0,0.9375,-3.3798797,0.9375,necklace,3,0,proxy,1.0
1181,42.2515850687245,0.44077648065952113,6.2883363,2.9262886,0.0,0.375,-3.3620477,0.375,necklace,3,0,proxy,1.0
227,42.67722497445519,0.2831386479619172,6.258194,3.0050452,0.0,0.6875,-3.2531488,0.6875,necklace,3,0,proxy,1.0
791,43.00517317546537,0.6568109054660785,6.32967,3.6547499,0.0,1.0,-2.67492,1.0,necklace,3,0,proxy,1.0
381,43.37782592507713,0.0,6.178005,3.8465457,0.0,0.5625,-2.3314595,0.5625,necklace,3,0,proxy,1.0
1094,43.64355295500978,0.4165589559375328,6.2456493,2.7170959,0.0,0.125,-3.5285535,0.125,necklace,3,0,proxy,1.0
933,43.96591203796956,0.27641473753278045,6.224263,3.2055187,0.0,0.5,-3.0187445,0.5,necklace,3,0,proxy,1.0
1400,44.19092354280781,0.07071666673042458,6.185919,3.3905873,0.0,0.375,-2.7953315,0.375,necklace,3,0,proxy,1.0
467,44.416262082701365,0.781474959141036,6.2476664,4.1757383,0.0,1.0,-2.071928,1.0,necklace,3,0,proxy,1.0
1498,44.58813297092736,0.19989086845038367,6.2044897,3.427452,0.0,0.5,-2.7770376,0.5,necklace,3,0,proxy,1.0
21,44.7811025105556,0.34471246088667606,6.143178,3.778861,0.0,0.1875,-2.364317,0.1875,necklace,3,0,proxy,1.0
6,44.926865426369766,0.6692721023141627,6.2655973,2.9908495,0.0,0.625,-3.2747478,0.625,necklace,3,0,proxy,1.0
650,45.016618915001885,0.21380556995477562,6.242085,3.5579362,0.0,0.3125,-2.6841488,0.3125,necklace,3,0,proxy,1.0
548,45.10846388143919,0.572601470483616,6.2734833,3.577542,0.0,0.6875,-2.6959412,0.6875,necklace,3,0,proxy,1.0
701,45.159195675909615,0.6477017410469031,6.2275023,3.2285168,0.0,0.75,-2.9989855,0.75,necklace,3,0,proxy,1.0
335,-104.71078372183979,0.29409055514107163,7.053396,4.1618533,0.6875,0.8125,-2.891543,0.125,necklace,3,0,random,0.9166666666666666
772,-82.51338946012656,0.3370402060500642,6.903861,4.4483843,0.0625,0.8125,-2.4554768,0.75,necklace,3,0,random,0.9166666666666666
509,-57.096791843875046,0.2670830710986508,6.7887225,3.7456992,0.25,0.5,-3.0430233,0.25,necklace,3,0,random,0.9166666666666666
1062,-42.22771882859851,0.42521733236464376,6.778906,4.4302454,0.125,0.9375,-2.3486605,0.8125,necklace,3,0,random,0.9166666666666666
332,-24.473084055687824,0.2836635095210154,6.6456733,4.0402594,0.1875,0.875,-2.605414,0.6875,necklace,3,0,random,0.9166666666666666
1099,-15.628732212654496,0.44812902985330333,6.561352,4.383789,0.0625,0.8125,-2.1775627,0.75,necklace,3,0,random,0.9166666666666666
1025,-9.229817795634366,0.23116109536553114,6.54599,4.029399,0.125,0.4375,-2.516591,0.3125,necklace,3,0,random,0.9166666666666666
1293,-3.3239678053010966,0.20307771452343926,6.6044607,3.058065,0.0625,0.625,-3.5463958,0.5625,necklace,3,0,random,0.9166666666666666
1394,0.8468116893723129,0.28454385022021644,6.567952,3.434836,0.0625,0.75,-3.1331162,0.6875,necklace,3,0,random,0.9166666666666666
143,5.856466675885508,0.4151435757156847,6.631116,4.0981073,0.125,0.875,-2.5330086,0.75,necklace,3,0,random,0.9166666666666666
566,9.168737767623048,0.34388122245219854,6.529631,3.6186728,0.0,0.5625,-2.9109583,0.5625,necklace,3,0,random,0.9166666666666666
302,12.859068462394776,0.18972759695524094,6.4280753,4.0122867,0.0625,0.0625,-2.4157887,0.0,necklace,3,0,random,0.9166666666666666
908,15.436448846868048,0.2872806926511152,6.5066905,3.9067583,0.0,0.25,-2.5999322,0.25,necklace,3,0,random,0.9166666666666666
1154,18.118131969755776,0.29323877362636996,6.3593388,4.1801004,0.0625,0.125,-2.1792383,0.0625,necklace,3,0,random,0.9166666666666666
40,21.493451081948805,0.16079557148418774,6.342424,3.8262894,0.0,0.125,-2.5161345,0.125,necklace,3,0,random,0.9166666666666666
1328,23.089373704780517,0.1393452966860014,6.3750553,3.6646295,0.0,0.8125,-2.7104259,0.8125,necklace,3,0,random,0.9166666666666666
895,25.074690740874605,0.13917557414520534,6.4703846,2.830234,0.125,0.625,-3.6401505,0.5,necklace,3,0,random,0.9166666666666666
1467,26.47113705150962,0.14163790125735232,6.378376,3.8716745,0.0,0.125,-2.5067015,0.125,necklace,3,0,random,0.9166666666666666
517,28.512936229597535,0.21172089570769903,6.4491034,3.9094057,0.0,0.75,-2.5396976,0.75,necklace,3,0,random,0.9166666666666666
557,29.61120559302158,0.0,6.281809,3.7650616,0.0,0.8125,-2.5167472,0.8125,necklace,3,0,random,0.9166666666666666
554,31.497687509433007,0.31583757534961276,6.5499554,4.0211735,0.125,0.625,-2.528782,0.5,necklace,3,0,random,0.9166666666666666
485,32.88050199639867,0.17761697419963238,6.27222,3.978427,0.0625,0.5,-2.2937932,0.4375,necklace,3,0,random,0.9166666666666666
427,33.95819686005584,0.543860574980015,6.451929,3.5731244,0.0,0.875,-2.8788047,0.875,necklace,3,0,random,0.9166666666666666
620,34.9164023064792,0.4355156908877258,6.1959944,3.9975688,0.0,0.375,-2.1984255,0.375,necklace,3,0,random,0.9166666666666666
1065,35.79853234462402,0.4652538807357903,6.3932166,3.2466967,0.0,0.75,-3.14652,0.75,necklace,3,0,random,0.9166666666666666
688,36.44301995518739,0.23906389242907847,6.52236,3.6534765,0.0,0.625,-2.8688834,0.625,necklace,3,0,random,0.9166666666666666
943,37.414812569860985,0.3952389593330893,6.302536,4.056512,0.0,0.8125,-2.2460241,0.8125,necklace,3,0,random,0.9166666666666666
776,38.32261524532883,0.3051949101182867,6.17557,3.714646,0.0,0.125,-2.460924,0.125,necklace,3,0,random,0.9166666666666666
309,38.91090647798224,0.1873548413688487,6.235712,2.771465,0.0,0.5,-3.464247,0.5,necklace,3,0,random,0.9166666666666666
1219,39.703673013211564,0.1762004920335336,6.2109184,3.5085778,0.0,0.0625,-2.7023406,0.0625,necklace,3,0,random,0.9166666666666666
161,40.512253631050285,0.1001863764627938,6.239687,2.9312224,0.0,0.625,-3.3084645,0.625,necklace,3,0,random,0.9166666666666666
713,40.91411010794397,0.3121498052429643,6.1480017,3.8447733,0.0,0.0625,-2.3032284,0.0625,necklace,3,0,random,0.9166666666666666
1393,41.41131377959328,0.12749150364647635,6.2878666,3.8500638,0.0,0.375,-2.4378028,0.375,necklace,3,0,random,0.9166666666666666
356,41.88658103953931,0.3900368451865957,6.285165,3.585204,0.0,0.6875,-2.699961,0.6875,necklace,3,0,random,0.9166666666666666
1181,42.2515850687245,0.23464018441346615,6.2883363,3.864757,0.0,0.3125,-2.4235792,0.3125,necklace,3,0,random,0.9166666666666666
227,42.67722497445519,0.09879141032062898,6.258194,3.6769962,0.0,0.6875,-2.5811977,0.6875,necklace,3,0,random,0.9166666666666666
791,43.00517317546537,0.3758098371881994,6.32967,3.3995988,0.0,0.5625,-2.930071,0.5625,necklace,3,0,random,0.9166666666666666
381,43.37782592507713,0.25129893568594014,6.178005,3.7312908,0.0,0.25,-2.4467144,0.25,necklace,3,0,random,0.9166666666666666
1094,43.64355295500978,0.1407010615125678,6.2456493,3.7787108,0.0,0.0,-2.4669385,0.0,necklace,3,0,random,0.9166666666666666
933,43.96591203796956,0.35529746607085055,6.224263,3.8057995,0.0,0.3125,-2.4184637,0.3125,necklace,3,0,random,0.9166666666666666
1400,44.19092354280781,0.35608348907263276,6.185919,4.100076,0.0,0.5,-2.0858426,0.5,necklace,3,0,random,0.9166666666666666
467,44.416262082701365,0.4922814966391102,6.2476664,4.110556,0.0,0.6875,-2.1371102,0.6875,necklace,3,0,random,0.9166666666666666
1498,44.58813297092736,0.15606898675633035,6.2044897,3.7289839,0.0,0.25,-2.4755058,0.25,necklace,3,0,random,0.9166666666666666
21,44.7811025105556,0.33457156875136534,6.143178,3.9654737,0.0,0.0625,-2.1777043,0.0625,necklace,3,0,random,0.9166666666666666
6,44.926865426369766,0.29109869623551915,6.2655973,3.3452177,0.0,0.625,-2.9203796,0.625,necklace,3,0,random,0.9166666666666666
650,45.016618915001885,0.29766665560904887,6.242085,3.7699223,0.0,0.3125,-2.4721627,0.3125,necklace,3,0,random,0.9166666666666666
548,45.10846388143919,0.0740742281327884,6.2734833,3.647101,0.0,0.375,-2.6263824,0.375,necklace,3,0,random,0.9166666666666666
701,45.159195675909615,0.1576903066838089,6.2275023,3.0687506,0.0,0.25,-3.1587517,0.25,necklace,3,0,random,0.9166666666666666
85,-99.19932894816175,0.48773440352510156,7.1875153,4.599587,1.0,1.0,-2.5879283,0.0,necklace,3,1,proxy,1.0
1276,-80.87075683159016,0.5988617399023799,6.828197,4.808103,0.3125,1.0,-2.020094,0.6875,necklace,3,1,proxy,1.0
187,-55.886131879461395,0.6187277024278848,6.849078,4.3498735,0.25,1.0,-2.4992046,0.75,necklace,3,1,proxy,1.0
128,-43.521754549798075,0.496555996593696,6.6275263,4.155406,0.0,0.125,-2.4721203,0.125,necklace,3,1,proxy,1.0
415,-31.16007452775218,0.37654721873332375,6.653565,4.4412527,0.1875,0.8125,-2.2123122,0.625,necklace,3,1,proxy,1.0
1031,-20.03563039425863,0.4598919813584844,6.6809807,4.2830496,0.125,0.5625,-2.397931,0.4375,necklace,3,1,proxy,1.0
837,-11.648557742940694,0.4412865981432905,6.5990353,3.7992356,0.0625,0.625,-2.7997997,0.5625,necklace,3,1,proxy,1.0
162,-5.407900116718639,0.6419185413653976,6.589978,4.276556,0.1875,0.9375,-2.3134222,0.75,necklace,3,1,proxy,1.0
1209,-1.2120097946530768,0.49035555802548614,6.520799,4.214654,0.0,0.0625,-2.3061452,0.0625,necklace,3,1,proxy,1.0
783,2.885472359931303,0.4845710113070613,6.4769325,3.5721745,0.0,1.0,-2.904758,1.0,necklace,3,1,proxy,1.0
1176,6.60186313421729,0.35705840845148895,6.5454865,4.1843257,0.0,0.0,-2.3611608,0.0,necklace,3,1,proxy,1.0
1043,10.41264326701249,0.36577061775018793,6.562326,3.654892,0.0,1.0,-2.907434,1.0,necklace,3,1,proxy,1.0
1033,13.459900994586434,0.2922542738665765,6.4464536,3.7515945,0.0,0.6875,-2.694859,0.6875,necklace,3,1,proxy,1.0
742,16.98115104583517,0.374787393897961,6.4299164,3.5023768,0.0625,1.0,-2.9275396,0.9375,necklace,3,1,proxy,1.0
1404,20.253711355701363,0.2606313514828302,6.4330263,3.0042257,0.0625,0.5625,-3.4288006,0.5,necklace,3,1,proxy,1.0
884,22.791832559636998,0.2221672571879955,6.413244,3.0256162,0.0625,0.625,-3.3876276,0.5625,necklace,3,1,proxy,1.0
650,24.448569413911006,0.5689692835251762,6.430854,4.109254,0.0,0.5625,-2.3216,0.5625,necklace,3,1,proxy,1.0
774,25.82969642952057,0.434582345684867,6.4524126,3.658163,0.0,1.0,-2.7942495,1.0,necklace,3,1,proxy,1.0
1313,26.979374077459546,0.8376477956969004,6.333124,4.4382668,0.0,0.8125,-1.8948574,0.8125,necklace,3,1,proxy,1.0
1424,28.85964478611399,0.21953957050293393,6.330199,4.369058,0.0,0.75,-1.9611406,0.75,necklace,3,1,proxy,1.0
941,30.930438599997572,0.10708862054326874,6.478557,4.1929684,0.0,0.4375,-2.2855887,0.4375,necklace,3,1,proxy,1.0
148,32.29869652223645,0.0,6.3046894,3.980811,0.0,0.1875,-2.3238783,0.1875,necklace,3,1,proxy,1.0
1074,33.87088940227984,0.24288045350943302,6.2718887,4.2910213,0.0,0.5,-1.9808674,0.5,necklace,3,1,proxy,1.0
736,34.80132235164774,0.9384122620147354,6.3140945,3.886243,0.0,0.9375,-2.4278514,0.9375,necklace,3,1,proxy,1.0
1046,35.709078288498155,0.6664981553474504,6.2522793,2.9606037,0.0,0.25,-3.2916756,0.25,necklace,3,1,proxy,1.0
360,36.40140789856842,0.26734924973835156,6.3428698,4.0178533,0.0,0.1875,-2.3250165,0.1875,necklace,3,1,proxy,1.0
1252,37.367809342252016,0.4898809577763811,6.2654414,3.9743707,0.0,0.0,-2.2910707,0.0,necklace,3,1,proxy,1.0
636,37.99119165102587,0.418702240598131,6.489395,4.2584133,0.0,0.875,-2.2309818,0.875,necklace,3,1,proxy,1.0
320,38.96176906154133,0.6266073713580178,6.3078504,3.4948692,0.0,0.4375,-2.8129811,0.4375,necklace,3,1,proxy,1.0
1229,39.80625470258858,0.3296241799582582,6.235153,3.4898944,0.0,1.0,-2.7452588,1.0,necklace,3,1,proxy,1.0
569,40.42393812712502,0.9252343001330444,6.2687902,4.195961,0.0,1.0,-2.0728292,1.0,necklace,3,1,proxy,1.0
190,40.859433581143605,0.6360186296479917,6.257107,3.3534446,0.0,0.875,-2.9036622,0.875,necklace,3,1,proxy,1.0
1181,41.39714985586181,0.8725403008931933,6.3729234,4.2582664,0.0,0.9375,-2.114657,0.9375,necklace,3,1,proxy,1.0
749,41.893975662296555,0.0,6.1485662,3.4955096,0.0,0.75,-2.6530566,0.75,necklace,3,1,proxy,1.0
962,42.416822550868815,0.4178387668301694,6.473868,4.0858755,0.0,0.3125,-2.3879924,0.3125,necklace,3,1,proxy,1.0
1227,42.749925171048574,0.9950880550272605,6.3180084,3.9155512,0.0,1.0,-2.4024572,1.0,necklace,3,1,proxy,1.0
1275,43.03381855570049,0.06564869619898613,6.1716337,4.117011,0.0,0.375,-2.0546227,0.375,necklace,3,1,proxy,1.0
969,43.38047890353373,0.6629999449795074,6.2306347,4.039116,0.0,0.0,-2.1915188,0.0,necklace,3,1,proxy,1.0
922,43.65324614372489,0.2780462991055692,6.1641912,3.7702854,0.0,0.625,-2.3939059,0.625,necklace,3,1,proxy,1.0
1086,43.944664050490914,0.2954328385363706,6.190128,4.403138,0.0,0.9375,-1.7869897,0.9375,necklace,3,1,proxy,1.0
303,44.18640293650407,0.330520180799066,6.2584195,3.4244812,0.0,1.0,-2.8339384,1.0,necklace,3,1,proxy,1.0
282,44.40693839253194,0.3736373367114326,6.1362457,3.1263673,0.0,0.5,-3.0098784,0.5,necklace,3,1,proxy,1.0
1420,44.54895176177898,0.14892322916523099,6.2615876,4.036805,0.0,0.5625,-2.2247825,0.5625,necklace,3,1,proxy,1.0
1198,44.6940908283258,0.6149997267406577,6.303546,3.7135775,0.0,1.0,-2.5899684,1.0,necklace,3,1,proxy,1.0
84,44.78721018334453,0.9261689631595,6.275373,4.1613464,0.0,0.875,-2.1140265,0.875,necklace,3,1,proxy,1.0
1388,44.86948012048978,0.8549583376542857,6.204336,3.7957206,0.0,1.0,-2.4086156,1.0,necklace,3,1,proxy,1.0
61,44.9284733329898,0.9702773156443967,6.1763234,3.4627938,0.0,0.6875,-2.7135296,0.6875,necklace,3,1,proxy,1.0
1248,44.95446809236686,0.16254734533166176,6.341687,4.2319794,0.0,0.3125,-2.1097078,0.3125,necklace,3,1,proxy,1.0
85,-99.19932894816175,0.29051557505297076,7.1875153,4.8966494,1.0,1.0,-2.290866,0.0,necklace,3,1,random,0.8
1276,-80.87075683159016,0.10292151624633009,6.828197,4.284233,0.3125,0.5,-2.543964,0.1875,necklace,3,1,random,0.8
187,-55.886131879461395,0.12410256698735014,6.849078,4.5271173,0.25,0.5625,-2.321961,0.3125,necklace,3,1,random,0.8
128,-43.521754549798075,0.2501719889017384,6.6275263,4.818977,0.0,0.5625,-1.8085494,0.5625,necklace,3,1,random,0.8
415,-31.16007452775218,0.18638149663157816,6.653565,4.155447,0.1875,0.375,-2.498118,0.1875,necklace,3,1,random,0.8
1031,-20.03563039425863,0.304635224233769,6.6809807,4.505865,0.125,0.625,-2.1751156,0.5,necklace,3,1,random,0.8
837,-11.648557742940694,0.16790726519450466,6.5990353,4.1921406,0.0625,0.4375,-2.4068947,0.375,necklace,3,1,random,0.8
162,-5.407900116718639,0.5291695539551867,6.589978,4.4951005,0.1875,0.875,-2.0948777,0.6875,necklace,3,1,random,0.8
1209,-1.2120097946530768,0.09547134383596852,6.520799,3.9461565,0.0,0.125,-2.5746427,0.125,necklace,3,1,random,0.8
783,2.885472359931303,0.18834663457865491,6.4769325,4.1456637,0.0,0.1875,-2.3312688,0.1875,necklace,3,1,random,0.8
1176,6.60186313421729,0.373702653334584,6.5454865,4.747289,0.0,0.875,-1.7981973,0.875,necklace,3,1,random,0.8
1043,10.41264326701249,0.13580863639276972,6.562326,3.8529074,0.0,0.25,-2.7094185,0.25,necklace,3,1,random,0.8
1033,13.459900994586434,0.22956531352678872,6.4464536,3.905579,0.0,0.375,-2.5408745,0.375,necklace,3,1,random,0.8
742,16.98115104583517,0.05818783297265858,6.4299164,4.0338774,0.0625,0.3125,-2.396039,0.25,necklace,3,1,random,0.8
1404,20.253711355701363,0.4927665483734065,6.4330263,4.032946,0.0625,0.5,-2.4000802,0.4375,necklace,3,1,random,0.8
884,22.791832559636998,0.38989525901425703,6.413244,4.0627975,0.0625,0.6875,-2.3504462,0.625,necklace,3,1,random,0.8
650,24.448569413911006,0.40362991620671484,6.430854,4.4634852,0.0,0.6875,-1.9673686,0.6875,necklace,3,1,random,0.8
774,25.82969642952057,0.42011306058271275,6.4524126,4.1350894,0.0,0.3125,-2.3173232,0.3125,necklace,3,1,random,0.8
1313,26.979374077459546,0.19269237663980646,6.333124,3.7989237,0.0,0.3125,-2.5342004,0.3125,necklace,3,1,random,0.8
1424,28.85964478611399,0.214029317185378,6.330199,3.929994,0.0,0.1875,-2.4002047,0.1875,necklace,3,1,random,0.8
941,30.930438599997572,0.4001214762151524,6.478557,4.1125593,0.0,0.4375,-2.3659978,0.4375,necklace,3,1,random,0.8
148,32.29869652223645,0.4139235345309188,6.3046894,4.3341045,0.0,0.125,-1.9705849,0.125,necklace,3,1,random,0.8
1074,33.87088940227984,0.27354919019878565,6.2718887,3.9356432,0.0,0.125,-2.3362455,0.125,necklace,3,1,random,0.8
736,34.80132235164774,0.3301076000579503,6.3140945,3.8178706,0.0,0.25,-2.496224,0.25,necklace,3,1,random,0.8
1046,35.709078288498155,0.4579842961261067,6.2522793,4.277489,0.0,0.75,-1.9747901,0.75,necklace,3,1,random,0.8
360,36.40140789856842,0.4076450159772059,6.3428698,3.9593403,0.0,0.125,-2.3835294,0.125,necklace,3,1,random,0.8
1252,37.367809342252016,0.3110809600838474,6.2654414,3.711113,0.0,0.25,-2.5543284,0.25,necklace,3,1,random,0.8
636,37.99119165102587,0.08213171198783498,6.489395,4.174814,0.0,0.375,-2.314581,0.375,necklace,3,1,random,0.8
320,38.96176906154133,0.28592921778209357,6.3078504,3.7712483,0.0,0.0,-2.536602,0.0,necklace,3,1,random,0.8
1229,39.80625470258858,0.3491865397229409,6.235153,4.1222334,0.0,0.0,-2.1129198,0.0,necklace,3,1,random,0.8
569,40.42393812712502,0.49175156610598136,6.2687902,3.5972204,0.0,0.5625,-2.6715698,0.5625,necklace,3,1,random,0.8
190,40.859433581143605,0.3199951840996926,6.257107,3.5513082,0.0,0.25,-2.7057986,0.25,necklace,3,1,random,0.8
1181,41.39714985586181,0.2913606819959726,6.3729234,3.9449847,0.0,0.5,-2.4279387,0.5,necklace,3,1,random,0.8
749,41.893975662296555,0.31520331339508223,6.1485662,3.9597745,0.0,0.0625,-2.1887918,0.0625,necklace,3,1,random,0.8
962,42.416822550868815,0.40072859243974335,6.473868,4.2731805,0.0,0.5625,-2.2006874,0.5625,necklace,3,1,random,0.8
1227,42.749925171048574,0.22709104367987454,6.3180084,3.311686,0.0,0.3125,-3.0063224,0.3125,necklace,3,1,random,0.8
1275,43.03381855570049,0.39598920314096464,6.1716337,4.289255,0.0,0.25,-1.8823786,0.25,necklace,3,1,random,0.8
969,43.38047890353373,0.14998697556426413,6.2306347,3.5751045,0.0,0.0625,-2.6555302,0.0625,necklace,3,1,random,0.8
922,43.65324614372489,0.0,6.1641912,3.9440463,0.0,0.0625,-2.220145,0.0625,necklace,3,1,random,0.8
1086,43.944664050490914,0.2535066482354349,6.190128,4.1241493,0.0,0.3125,-2.0659785,0.3125,necklace,3,1,random,0.8
303,44.18640293650407,0.07893559514389797,6.2584195,4.0042257,0.0,0.0,-2.2541938,0.0,necklace,3,1,random,0.8
282,44.40693839253194,0.12260038262958023,6.1362457,3.1746092,0.0,0.0625,-2.9616365,0.0625,necklace,3,1,random,0.8
1420,44.54895176177898,0.3199172522843503,6.2615876,4.2826176,0.0,0.5625,-1.97897,0.5625,necklace,3,1,random,0.8
1198,44.6940908283258,0.19796116054740975,6.303546,3.5173147,0.0,0.25,-2.7862313,0.25,necklace,3,1,random,0.8
84,44.78721018334453,0.40309266325689197,6.275373,4.1747417,0.0,0.9375,-2.1006312,0.9375,necklace,3,1,random,0.8
1388,44.86948012048978,0.30856638677642867,6.204336,3.3312762,0.0,0.375,-2.87306,0.375,necklace,3,1,random,0.8
61,44.9284733329898,0.417632001266092,6.1763234,3.761621,0.0,0.75,-2.4147024,0.75,necklace,3,1,random,0.8
1248,44.95446809236686,0.3929569473207747,6.341687,3.9855967,0.0,0.125,-2.3560905,0.125,necklace,3,1,random,0.8
529,-102.67088121115125,0.6762431576071997,6.954685,4.8362637,0.4375,1.0,-2.1184216,0.5625,necklace,3,2,proxy,1.0
1311,-74.45213703790971,0.705116339119253,6.881894,4.3683543,0.3125,1.0,-2.5135398,0.6875,necklace,3,2,proxy,1.0
1486,-55.97007110259022,0.7364676693655112,6.8552217,4.357658,0.1875,1.0,-2.4975638,0.8125,necklace,3,2,proxy,1.0
319,-39.37552947334297,0.3743858321062876,6.820861,3.6770957,0.125,1.0,-3.1437652,0.875,necklace,3,2,proxy,1.0
795,-23.593450944852545,0.43710502786495387,6.7895813,3.4339926,0.0625,0.8125,-3.3555887,0.75,necklace,3,2,proxy,1.0
152,-16.970921099226096,0.537169005842879,6.5607343,3.9319892,0.125,0.5625,-2.628745,0.4375,necklace,3,2,proxy,1.0
500,-12.171704166645284,1.0353403245315582,6.6229534,5.1076603,0.0625,1.0,-1.5152931,0.9375,necklace,3,2,proxy,1.0
118,-6.92959454050404,1.0340512357466929,6.5100145,4.836417,0.0,1.0,-1.6735973,1.0,necklace,3,2,proxy,1.0
894,-0.6120892280968646,0.9833218569417302,6.5050516,4.979602,0.0,1.0,-1.5254498,1.0,necklace,3,2,proxy,1.0
656,3.7299444836249567,0.9639682451221542,6.5327864,5.083142,0.0,1.0,-1.4496446,1.0,necklace,3,2,proxy,1.0
289,8.017850181057582,0.6817947499700103,6.4458485,3.2486095,0.0625,0.5,-3.197239,0.4375,necklace,3,2,proxy,1.0
907,11.753053376074817,0.36956454060433447,6.497353,3.0274734,0.0625,0.5625,-3.4698796,0.5,necklace,3,2,proxy,1.0
283,14.516826951824935,0.5638612221186216,6.4498596,3.4373143,0.0,0.9375,-3.0125453,0.9375,necklace,3,2,proxy,1.0
910,16.742920391010482,0.4445109380876983,6.482521,4.3695183,0.0625,1.0,-2.1130028,0.9375,necklace,3,2,proxy,1.0
181,19.313659653569225,0.6478922080760868,6.3561335,4.31795,0.0,0.75,-2.0381837,0.75,necklace,3,2,proxy,1.0
69,21.387512529699396,0.2144900179067869,6.3894734,4.225916,0.0,0.875,-2.1635575,0.875,necklace,3,2,proxy,1.0
1117,23.42381159399406,0.8759140935390466,6.515497,4.125246,0.0,0.9375,-2.3902512,0.9375,necklace,3,2,proxy,1.0
269,25.574795751849766,0.541891644198922,6.402173,3.8717148,0.0,0.375,-2.5304582,0.375,necklace,3,2,proxy,1.0
401,27.594423217573297,0.6271604567536642,6.3511934,3.2697327,0.0625,0.3125,-3.0814607,0.25,necklace,3,2,proxy,1.0
600,28.897566247962267,0.5194136444719903,6.4237056,3.5261984,0.0,0.1875,-2.8975072,0.1875,necklace,3,2,proxy,1.0
769,30.257076303692653,1.267923989823019,6.5499315,4.85238,0.0,1.0,-1.6975517,1.0,necklace,3,2,proxy,1.0
485,31.15698656646132,1.2136638080412785,6.320883,4.5773926,0.0,0.875,-1.7434902,0.875,necklace,3,2,proxy,1.0
571,32.1706105710079,0.36521217839487297,6.5275626,3.004735,0.0625,0.5,-3.5228276,0.4375,necklace,3,2,proxy,1.0
1178,33.2093457271894,0.7162949595865351,6.306752,3.253493,0.0,0.125,-3.0532591,0.125,necklace,3,2,proxy,1.0
524,34.21153905485474,0.46260788564478683,6.304451,3.6568646,0.0,0.375,-2.6475863,0.375,necklace,3,2,proxy,1.0
1007,35.166888364491584,0.10357004562719889,6.1451902,4.267177,0.0,0.5625,-1.8780131,0.5625,necklace,3,2,proxy,1.0
1476,36.09242261356625,0.13974733485905433,6.3446054,3.8528426,0.0,0.375,-2.4917629,0.375,necklace,3,2,proxy,1.0
81,37.13771503165772,0.2424358723409706,6.3674664,4.2371063,0.0,0.875,-2.1303601,0.875,necklace,3,2,proxy,1.0
413,38.005732099284245,1.1982363661849926,6.2908096,4.9472694,0.0,1.0,-1.3435402,1.0,necklace,3,2,proxy,1.0
0,38.71155964201053,0.9978958061197551,6.362813,3.3451092,0.0,0.4375,-3.0177038,0.4375,necklace,3,2,proxy,1.0
664,39.269429525483865,0.6144715480271357,6.359721,3.2402425,0.0,0.3125,-3.1194787,0.3125,necklace,3,2,proxy,1.0
640,39.90459283319663,1.152828815749595,6.2902517,4.5195713,0.0,0.875,-1.7706804,0.875,necklace,3,2,proxy,1.0
965,40.48079630971777,0.7531771504865858,6.2116547,4.2023964,0.0,0.875,-2.0092583,0.875,necklace,3,2,proxy,1.0
475,40.91858000610882,1.3841273189543057,6.2202163,4.759192,0.0,0.875,-1.4610243,0.875,necklace,3,2,proxy,1.0
291,41.3887036923493,0.4697980990573411,6.273934,4.5426316,0.0,0.75,-1.7313023,0.75,necklace,3,2,proxy,1.0
472,42.08645072380015,1.2285309956108168,6.3457785,5.179596,0.0,1.0,-1.1661825,1.0,necklace,3,2,proxy,1.0
562,42.5991918995523,0.23825385709730584,6.265388,4.12868,0.0,0.75,-2.1367078,0.75,necklace,3,2,proxy,1.0
756,42.918661617940124,0.20787132891408852,6.206855,4.292882,0.0,0.75,-1.9139729,0.75,necklace,3,2,proxy,1.0
299,43.23604050380158,0.29006689240993155,6.2055807,4.392108,0.0,0.75,-1.8134727,0.75,necklace,3,2,proxy,1.0
13,43.4807286061063,0.06600964060759469,6.236786,3.2553415,0.0,0.4375,-2.9814444,0.4375,necklace,3,2,proxy,1.0
636,43.78264665143758,1.3777376555952618,6.2751684,5.212625,0.0,1.0,-1.0625434,1.0,necklace,3,2,proxy,1.0
513,44.00081383784857,0.3495756469363397,6.296322,3.866615,0.0,0.6875,-2.4297068,0.6875,necklace,3,2,proxy,1.0
1135,44.20772896337136,0.6807639818274965,6.160307,3.0841258,0.0,0.1875,-3.0761812,0.1875,necklace,3,2,proxy,1.0
932,44.41303011029934,1.112115699869715,6.329344,3.496634,0.0,0.75,-2.8327098,0.75,necklace,3,2,proxy,1.0
