anchor,ks,V,ent0,entw,frac0,fracw,d_ent,d_frac,kind,dim,seed,mode,goal_acc
904,43.0329860406152,0.5501850551551101,6.8211718,4.4871902,0.0,0.1875,-2.3339815,0.1875,dumbbell,4,1,proxy,1.0
670,45.14192984402593,0.2478828553092573,7.140108,4.1071324,0.5,0.75,-3.0329757,0.25,dumbbell,4,1,proxy,1.0
1373,46.9826191611045,0.5231192535532263,6.8302703,3.8889885,0.0,0.1875,-2.9412818,0.1875,dumbbell,4,1,proxy,1.0
619,49.01152045874951,0.46190178300905604,6.7719812,4.296338,0.0,0.375,-2.4756432,0.375,dumbbell,4,1,proxy,1.0
1146,50.87801871286378,0.4215788667138173,6.7846704,2.9072723,0.0,0.4375,-3.877398,0.4375,dumbbell,4,1,proxy,1.0
1132,52.29986254796569,0.29871287354970155,6.7949214,4.3719587,0.0,0.8125,-2.4229627,0.8125,dumbbell,4,1,proxy,1.0
169,54.292600041282505,0.7875312243727731,6.802756,3.0057526,0.0,0.5625,-3.7970033,0.5625,dumbbell,4,1,proxy,1.0
12,55.52715987630257,0.6683817686326594,7.078487,4.535721,0.125,1.0,-2.542766,0.875,dumbbell,4,1,proxy,1.0
1028,57.08293710243669,0.786147060017518,6.842111,3.3908103,0.0,0.4375,-3.4513009,0.4375,dumbbell,4,1,proxy,1.0
633,58.758502143973246,0.6761379283907993,6.9964952,4.5994096,0.0625,0.75,-2.3970857,0.6875,dumbbell,4,1,proxy,1.0
1296,59.87372278091335,0.7479769595476043,6.8445716,4.001832,0.0,0.0625,-2.8427396,0.0625,dumbbell,4,1,proxy,1.0
1304,61.21894267751049,0.45267781632286097,6.748026,4.475673,0.0,0.6875,-2.2723527,0.6875,dumbbell,4,1,proxy,1.0
229,62.515481545064894,0.2846677018303762,7.0221443,4.45847,0.125,0.4375,-2.5636744,0.3125,dumbbell,4,1,proxy,1.0
133,63.61510044719184,0.6418817011169725,6.99197,4.746091,0.0625,1.0,-2.2458792,0.9375,dumbbell,4,1,proxy,1.0
703,64.83670509965583,0.564184266453137,6.7997923,4.425601,0.0,0.625,-2.3741913,0.625,dumbbell,4,1,proxy,1.0
943,66.42589692040637,0.5300540739482538,7.0191603,4.6805654,0.125,0.4375,-2.338595,0.3125,dumbbell,4,1,proxy,1.0
307,67.72148955355694,0.0,6.844724,4.331836,0.0,0.5625,-2.512888,0.5625,dumbbell,4,1,proxy,1.0
579,68.68453028204311,0.1391193763232422,6.9694138,4.378442,0.0625,0.5625,-2.590972,0.5,dumbbell,4,1,proxy,1.0
260,69.6944167376354,0.8522029844297976,6.806205,4.1330338,0.0,0.5625,-2.673171,0.5625,dumbbell,4,1,proxy,1.0
221,70.39349018194828,0.736514097220556,6.806815,4.0292673,0.0,0.5,-2.7775478,0.5,dumbbell,4,1,proxy,1.0
1154,71.35688760677772,0.209677838557063,6.899388,3.764112,0.0625,0.5,-3.1352758,0.4375,dumbbell,4,1,proxy,1.0
726,72.15547401719849,0.5722344057693656,6.8998895,4.5515966,0.0,0.375,-2.3482928,0.375,dumbbell,4,1,proxy,1.0
960,73.06525045320939,0.9252640233755304,6.9985504,4.3374004,0.0625,0.9375,-2.66115,0.875,dumbbell,4,1,proxy,1.0
723,73.7010809520281,0.5621591300871127,6.9414043,4.552065,0.0,0.25,-2.3893394,0.25,dumbbell,4,1,proxy,1.0
1429,74.31099803808569,0.44391194962682684,6.97874,4.386594,0.0,0.0625,-2.5921464,0.0625,dumbbell,4,1,proxy,1.0
325,75.09151034751498,0.20775745044018712,6.93841,4.377716,0.0625,0.5,-2.5606937,0.4375,dumbbell,4,1,proxy,1.0
688,75.62031464520665,0.5348357596146687,7.003957,4.035571,0.125,0.875,-2.9683857,0.75,dumbbell,4,1,proxy,1.0
367,75.84758566728313,0.5028009296404252,6.8817587,4.5203815,0.0,0.3125,-2.3613772,0.3125,dumbbell,4,1,proxy,1.0
1397,76.15564788575453,0.746501332525244,6.97519,4.091793,0.0625,0.9375,-2.883397,0.875,dumbbell,4,1,proxy,1.0
573,76.32380482831442,0.6225176180218877,6.9666324,4.046745,0.0,0.9375,-2.9198875,0.9375,dumbbell,4,1,proxy,1.0
1145,-101.75821013469202,0.3773312814683305,7.1946783,4.9824615,0.6875,0.875,-2.2122169,0.1875,dumbbell,4,1,random,0.9833333333333333
1120,-25.02363663815223,0.43577051297286185,7.146668,4.994059,0.3125,0.75,-2.1526089,0.4375,dumbbell,4,1,random,0.9833333333333333
1073,9.529215295097089,0.2619349226308877,7.1383295,4.9437666,0.0625,0.1875,-2.194563,0.125,dumbbell,4,1,random,0.9833333333333333
7,18.896641273675158,0.256223110782807,6.7242894,4.5924883,0.0,0.0625,-2.1318011,0.0625,dumbbell,4,1,random,0.9833333333333333
275,19.734391664184674,0.15458454187261247,6.687203,4.3848476,0.0,0.0,-2.3023553,0.0,dumbbell,4,1,random,0.9833333333333333
934,20.983366895129947,0.28365898157831687,6.7640977,4.522112,0.0,0.1875,-2.2419858,0.1875,dumbbell,4,1,random,0.9833333333333333
1070,22.513675367806055,0.22832414369977846,7.054933,4.7388706,0.0625,0.25,-2.3160625,0.1875,dumbbell,4,1,random,0.9833333333333333
220,24.08244545312524,0.41903296796957057,6.7673798,4.5755067,0.0,0.0,-2.191873,0.0,dumbbell,4,1,random,0.9833333333333333
410,25.364717166745777,0.4717044802664977,7.1588283,5.060089,0.25,0.4375,-2.0987391,0.1875,dumbbell,4,1,random,0.9833333333333333
316,26.852251252055584,0.24331592814845487,6.7320023,4.330222,0.0,0.0,-2.4017801,0.0,dumbbell,4,1,random,0.9833333333333333
296,28.59699624854496,0.4927755925037091,6.7208347,4.817116,0.0,0.0,-1.903719,0.0,dumbbell,4,1,random,0.9833333333333333
339,29.93927203842097,0.17090526267563816,6.7551556,4.517434,0.0,0.0625,-2.2377214,0.0625,dumbbell,4,1,random,0.9833333333333333
1092,31.734101218547913,0.4102231355559171,6.729401,4.8403788,0.0,0.0,-1.8890224,0.0,dumbbell,4,1,random,0.9833333333333333
951,33.50678589672378,0.3109470858938487,6.7470694,4.306076,0.0,0.0625,-2.4409933,0.0625,dumbbell,4,1,random,0.9833333333333333
881,35.278585206284205,0.0,7.099074,4.902084,0.0625,0.9375,-2.19699,0.875,dumbbell,4,1,random,0.9833333333333333
395,37.720727593205254,0.486397773842292,6.722098,4.617351,0.0,0.125,-2.1047468,0.125,dumbbell,4,1,random,0.9833333333333333
1036,39.279572726370986,0.3904145429493016,7.060165,4.6563716,0.0625,0.375,-2.4037933,0.3125,dumbbell,4,1,random,0.9833333333333333
732,41.23069263666887,0.14948781334612568,6.747411,4.2903223,0.0,0.0,-2.4570885,0.0,dumbbell,4,1,random,0.9833333333333333
904,43.0329860406152,0.44367015560432993,6.8211718,4.603899,0.0,0.125,-2.2172728,0.125,dumbbell,4,1,random,0.9833333333333333
670,45.14192984402593,0.24914466902434865,7.140108,4.941845,0.5,0.4375,-2.1982632,-0.0625,dumbbell,4,1,random,0.9833333333333333
1373,46.9826191611045,0.5254267512484742,6.8302703,4.7394876,0.0,0.0,-2.0907826,0.0,dumbbell,4,1,random,0.9833333333333333
619,49.01152045874951,0.19744323507587072,6.7719812,4.383589,0.0,0.0625,-2.3883924,0.0625,dumbbell,4,1,random,0.9833333333333333
1146,50.87801871286378,0.33359477190451586,6.7846704,4.438607,0.0,0.0625,-2.3460631,0.0625,dumbbell,4,1,random,0.9833333333333333
1132,52.29986254796569,0.26240981693003423,6.7949214,4.570159,0.0,0.1875,-2.2247624,0.1875,dumbbell,4,1,random,0.9833333333333333
169,54.292600041282505,0.2252115722064277,6.802756,4.3492746,0.0,0.0625,-2.4534812,0.0625,dumbbell,4,1,random,0.9833333333333333
12,55.52715987630257,0.2523869804059748,7.078487,4.844702,0.125,0.1875,-2.2337852,0.0625,dumbbell,4,1,random,0.9833333333333333
1028,57.08293710243669,0.47782763583846405,6.842111,4.7518167,0.0,0.0,-2.0902944,0.0,dumbbell,4,1,random,0.9833333333333333
633,58.758502143973246,0.2970683329584783,6.9964952,4.860343,0.0625,0.1875,-2.1361523,0.125,dumbbell,4,1,random,0.9833333333333333
1296,59.87372278091335,0.43608834618032033,6.8445716,4.634329,0.0,0.125,-2.2102427,0.125,dumbbell,4,1,random,0.9833333333333333
1304,61.21894267751049,0.38738705014582747,6.748026,4.660837,0.0,0.125,-2.0871887,0.125,dumbbell,4,1,random,0.9833333333333333
229,62.515481545064894,0.254040385076939,7.0221443,4.5521803,0.125,0.3125,-2.469964,0.1875,dumbbell,4,1,random,0.9833333333333333
133,63.61510044719184,0.2197829661806829,6.99197,4.607623,0.0625,0.4375,-2.384347,0.375,dumbbell,4,1,random,0.9833333333333333
703,64.83670509965583,0.3675576980688299,6.7997923,4.6450863,0.0,0.1875,-2.154706,0.1875,dumbbell,4,1,random,0.9833333333333333
943,66.42589692040637,0.2224346984202804,7.0191603,4.578678,0.125,0.5625,-2.4404821,0.4375,dumbbell,4,1,random,0.9833333333333333
307,67.72148955355694,0.46371834030813947,6.844724,4.6011467,0.0,0.125,-2.2435775,0.125,dumbbell,4,1,random,0.9833333333333333
579,68.68453028204311,0.16760568491579994,6.9694138,4.577281,0.0625,0.25,-2.3921328,0.1875,dumbbell,4,1,random,0.9833333333333333
260,69.6944167376354,0.11467647923100949,6.806205,4.506016,0.0,0.25,-2.300189,0.25,dumbbell,4,1,random,0.9833333333333333
221,70.39349018194828,0.1792629241120343,6.806815,4.4963937,0.0,0.0,-2.3104215,0.0,dumbbell,4,1,random,0.9833333333333333
1154,71.35688760677772,0.5348750388028494,6.899388,4.810587,0.0625,0.0625,-2.088801,0.0,dumbbell,4,1,random,0.9833333333333333
726,72.15547401719849,0.43528964948494797,6.8998895,4.692542,0.0,0.25,-2.2073474,0.25,dumbbell,4,1,random,0.9833333333333333
960,73.06525045320939,0.18997206711246992,6.9985504,4.8510637,0.0625,0.0625,-2.1474867,0.0,dumbbell,4,1,random,0.9833333333333333
723,73.7010809520281,0.3993067833985464,6.9414043,4.5955143,0.0,0.0625,-2.34589,0.0625,dumbbell,4,1,random,0.9833333333333333
1429,74.31099803808569,0.49304354482334256,6.97874,4.6300464,0.0,0.3125,-2.3486938,0.3125,dumbbell,4,1,random,0.9833333333333333
325,75.09151034751498,0.48120444102259063,6.93841,4.652363,0.0625,0.375,-2.286047,0.3125,dumbbell,4,1,random,0.9833333333333333
688,75.62031464520665,0.3930429797221139,7.003957,4.9050393,0.125,0.25,-2.0989175,0.125,dumbbell,4,1,random,0.9833333333333333
367,75.84758566728313,0.5241151771882802,6.8817587,4.80822,0.0,0.0625,-2.0735388,0.0625,dumbbell,4,1,random,0.9833333333333333
1397,76.15564788575453,0.2829278213479101,6.97519,4.7594824,0.0625,0.125,-2.2157078,0.0625,dumbbell,4,1,random,0.9833333333333333
573,76.32380482831442,0.42257664093842207,6.9666324,4.707643,0.0,0.0,-2.2589893,0.0,dumbbell,4,1,random,0.9833333333333333
573,-89.4743309567106,0.4510437826915792,7.210058,4.8487186,0.625,1.0,-2.3613396,0.375,dumbbell,4,2,proxy,1.0
1217,-8.538751052468937,0.2857878453945886,7.1413054,4.7559767,0.25,1.0,-2.3853288,0.75,dumbbell,4,2,proxy,1.0
1385,18.412053608732315,0.839855011839542,6.729186,4.6444507,0.0,0.375,-2.0847354,0.375,dumbbell,4,2,proxy,1.0
946,19.339784927696368,0.5132903654287024,6.758731,4.084678,0.0,0.3125,-2.6740527,0.3125,dumbbell,4,2,proxy,1.0
1301,20.303473828641938,0.5262665025772553,6.680931,4.289542,0.0,0.0,-2.391389,0.0,dumbbell,4,2,proxy,1.0
1230,21.448751686455616,0.6597249465483517,6.75197,4.2339945,0.0,0.25,-2.5179753,0.25,dumbbell,4,2,proxy,1.0
1457,22.57358946536933,0.9042762579888615,6.7443504,4.4437685,0.0,0.5625,-2.300582,0.5625,dumbbell,4,2,proxy,1.0
571,23.666984253330767,0.583494124205546,6.770086,4.446026,0.0,0.125,-2.32406,0.125,dumbbell,4,2,proxy,1.0
924,24.527533101792898,0.8059986878215379,6.7294817,4.381316,0.0,0.0,-2.3481655,0.0,dumbbell,4,2,proxy,1.0
823,25.554319107638825,0.824927722350944,6.77356,4.4410963,0.0,0.5625,-2.3324637,0.5625,dumbbell,4,2,proxy,1.0
994,26.98560099700515,0.49898239614690015,6.7544274,4.295266,0.0,0.0,-2.4591613,0.0,dumbbell,4,2,proxy,1.0
1163,29.60507488970316,0.640532972006004,6.777177,4.4883366,0.0,0.5625,-2.2888403,0.5625,dumbbell,4,2,proxy,1.0
390,31.576907604196748,0.7413170857149738,6.7321043,4.2629995,0.0,0.125,-2.4691048,0.125,dumbbell,4,2,proxy,1.0
1295,34.08232543169007,0.3692661375745195,6.801976,4.6565647,0.0,0.8125,-2.1454115,0.8125,dumbbell,4,2,proxy,1.0
586,36.4980160372494,0.5445867648391591,6.7652416,4.419591,0.0,0.0,-2.3456507,0.0,dumbbell,4,2,proxy,1.0
217,39.23634755585502,0.5266713899508408,7.0684414,4.7051225,0.0,0.6875,-2.363319,0.6875,dumbbell,4,2,proxy,1.0
1261,41.50045402102744,0.15031302234133226,6.7688665,4.141968,0.0,0.5625,-2.6268988,0.5625,dumbbell,4,2,proxy,1.0
871,43.443978078512544,0.3551725957193437,6.748472,4.37295,0.0,0.125,-2.3755221,0.125,dumbbell,4,2,proxy,1.0
597,45.14430565293006,0.21929450688534471,6.787976,3.9202604,0.0,0.375,-2.8677154,0.375,dumbbell,4,2,proxy,1.0
593,47.05520546807825,0.0,6.785512,4.032425,0.0,0.625,-2.753087,0.625,dumbbell,4,2,proxy,1.0
342,48.43388593624251,0.3980267144702879,6.7610273,4.217513,0.0,0.0625,-2.5435143,0.0625,dumbbell,4,2,proxy,1.0
1176,50.57230846924685,0.5227630725448723,6.762122,4.0224853,0.0,0.125,-2.739637,0.125,dumbbell,4,2,proxy,1.0
125,52.12188627860323,0.695460376136481,6.7637258,4.4419146,0.0,0.0,-2.3218112,0.0,dumbbell,4,2,proxy,1.0
346,53.97470017817947,0.5408484230935476,6.8356967,4.524474,0.0,0.125,-2.3112226,0.125,dumbbell,4,2,proxy,1.0
109,55.46790113160581,0.433627541609781,6.81351,4.5434446,0.0,0.375,-2.2700653,0.375,dumbbell,4,2,proxy,1.0
968,57.735541290236945,0.7557072262560104,6.80188,4.5211635,0.0,0.5625,-2.2807164,0.5625,dumbbell,4,2,proxy,1.0
1432,58.76129588105154,0.7145884803892751,6.8271503,4.4914865,0.0,0.5,-2.3356638,0.5,dumbbell,4,2,proxy,1.0
470,59.89871874662367,0.10667228728105939,6.8456397,4.5939364,0.125,0.8125,-2.2517033,0.6875,dumbbell,4,2,proxy,1.0
1423,61.17976425858673,0.24025586884365505,6.8337874,3.9215493,0.0,0.375,-2.9122381,0.375,dumbbell,4,2,proxy,1.0
221,63.08420225925783,0.5681054503292349,7.002056,4.7196836,0.25,1.0,-2.2823725,0.75,dumbbell,4,2,proxy,1.0
423,64.38947073839796,0.5863800159758382,6.8079305,4.370556,0.0,0.125,-2.4373746,0.125,dumbbell,4,2,proxy,1.0
1266,65.50748911630936,0.8960861944073564,6.9319763,4.7808123,0.0,0.625,-2.151164,0.625,dumbbell,4,2,proxy,1.0
1031,66.89016130566024,0.832959521517397,6.8400855,4.41674,0.0625,0.3125,-2.4233456,0.25,dumbbell,4,2,proxy,1.0
1292,68.40600633253119,0.6900165951200752,6.9682055,4.4466963,0.0625,0.8125,-2.5215092,0.75,dumbbell,4,2,proxy,1.0
753,69.43811993587649,0.518064218697192,6.978304,4.844929,0.0625,1.0,-2.1333747,0.9375,dumbbell,4,2,proxy,1.0
442,70.30348423992518,0.7561020918586753,6.8440666,4.406127,0.0,0.1875,-2.4379396,0.1875,dumbbell,4,2,proxy,1.0
1308,70.95204058539039,0.0,6.914849,4.3257933,0.0,0.5,-2.5890555,0.5,dumbbell,4,2,proxy,1.0
399,72.00565368072074,0.29329483448315985,6.838582,4.3843246,0.0,0.125,-2.4542575,0.125,dumbbell,4,2,proxy,1.0
1194,72.97015981071209,0.0,6.9047446,4.256439,0.0625,0.625,-2.6483054,0.5625,dumbbell,4,2,proxy,1.0
1483,73.662748301451,0.3014722058318084,6.904094,4.194564,0.0,0.3125,-2.7095304,0.3125,dumbbell,4,2,proxy,1.0
1310,74.41341960154406,0.3291201363930042,6.8958387,4.3630476,0.0,0.125,-2.5327911,0.125,dumbbell,4,2,proxy,1.0
1378,74.9962910708659,0.729261731069071,6.9206314,4.590516,0.0625,0.25,-2.3301153,0.1875,dumbbell,4,2,proxy,1.0
30,75.57346365311768,0.5904596528896857,6.9236927,4.6192837,0.0625,1.0,-2.304409,0.9375,dumbbell,4,2,proxy,1.0
979,76.18457645327706,0.4202852739323154,6.891631,4.54243,0.0,0.8125,-2.3492012,0.8125,dumbbell,4,2,proxy,1.0
100,76.58279125028083,0.2116279370560909,6.8872213,4.034854,0.0625,0.5,-2.8523674,0.4375,dumbbell,4,2,proxy,1.0
850,76.97801057619286,0.0,6.8864756,4.271076,0.0,0.375,-2.6153994,0.375,dumbbell,4,2,proxy,1.0
624,77.1608957889727,0.8746452318680042,6.8203893,4.660125,0.0,0.5,-2.1602645,0.5,dumbbell,4,2,proxy,1.0
899,77.25469201242424,0.20177944760363417,6.965465,4.497734,0.0,1.0,-2.467731,1.0,dumbbell,4,2,proxy,1.0
573,-89.4743309567106,0.30598172466325324,7.210058,5.017276,0.625,0.8125,-2.1927824,0.1875,dumbbell,4,2,random,0.9833333333333333
1217,-8.538751052468937,0.2759663428726663,7.1413054,4.8711405,0.25,0.3125,-2.270165,0.0625,dumbbell,4,2,random,0.9833333333333333
1385,18.412053608732315,0.37019091598174214,6.729186,4.6450896,0.0,0.0,-2.0840964,0.0,dumbbell,4,2,random,0.9833333333333333
946,19.339784927696368,0.3828387855097847,6.758731,4.580225,0.0,0.0625,-2.178506,0.0625,dumbbell,4,2,random,0.9833333333333333
1301,20.303473828641938,0.23582893153370443,6.680931,4.218543,0.0,0.0625,-2.462388,0.0625,dumbbell,4,2,random,0.9833333333333333
1230,21.448751686455616,0.14178363783612016,6.75197,4.476922,0.0,0.0,-2.2750478,0.0,dumbbell,4,2,random,0.9833333333333333
1457,22.57358946536933,0.4768287832455891,6.7443504,4.6998534,0.0,0.0,-2.044497,0.0,dumbbell,4,2,random,0.9833333333333333
571,23.666984253330767,0.27027999033521366,6.770086,4.555112,0.0,0.125,-2.214974,0.125,dumbbell,4,2,random,0.9833333333333333
924,24.527533101792898,0.397304210353995,6.7294817,4.2596846,0.0,0.0,-2.4697971,0.0,dumbbell,4,2,random,0.9833333333333333
823,25.554319107638825,0.22795993574576626,6.77356,4.4861674,0.0,0.0625,-2.2873926,0.0625,dumbbell,4,2,random,0.9833333333333333
994,26.98560099700515,0.2378218996283234,6.7544274,4.087327,0.0,0.0,-2.6671004,0.0,dumbbell,4,2,random,0.9833333333333333
1163,29.60507488970316,0.13439926672789893,6.777177,4.531906,0.0,0.25,-2.2452707,0.25,dumbbell,4,2,random,0.9833333333333333
390,31.576907604196748,0.5121726450775803,6.7321043,4.265485,0.0,0.0,-2.4666195,0.0,dumbbell,4,2,random,0.9833333333333333
1295,34.08232543169007,0.5224505768706973,6.801976,4.675129,0.0,0.0625,-2.1268473,0.0625,dumbbell,4,2,random,0.9833333333333333
586,36.4980160372494,0.5281684586474522,6.7652416,4.233101,0.0,0.1875,-2.5321407,0.1875,dumbbell,4,2,random,0.9833333333333333
217,39.23634755585502,0.21100491049194878,7.0684414,4.7575274,0.0,0.3125,-2.310914,0.3125,dumbbell,4,2,random,0.9833333333333333
1261,41.50045402102744,0.24208471352030822,6.7688665,4.30412,0.0,0.0,-2.4647465,0.0,dumbbell,4,2,random,0.9833333333333333
871,43.443978078512544,0.5578936647244285,6.748472,4.500264,0.0,0.125,-2.248208,0.125,dumbbell,4,2,random,0.9833333333333333
597,45.14430565293006,0.270181200492108,6.787976,4.204911,0.0,0.0625,-2.5830646,0.0625,dumbbell,4,2,random,0.9833333333333333
593,47.05520546807825,0.2779768731838979,6.785512,4.180245,0.0,0.0625,-2.605267,0.0625,dumbbell,4,2,random,0.9833333333333333
342,48.43388593624251,0.12120905617413535,6.7610273,4.577036,0.0,0.1875,-2.1839914,0.1875,dumbbell,4,2,random,0.9833333333333333
1176,50.57230846924685,0.46765151519225145,6.762122,4.5287294,0.0,0.1875,-2.2333927,0.1875,dumbbell,4,2,random,0.9833333333333333
125,52.12188627860323,0.43993962302570544,6.7637258,4.715085,0.0,0.0,-2.0486407,0.0,dumbbell,4,2,random,0.9833333333333333
346,53.97470017817947,0.2397415961944572,6.8356967,4.280693,0.0,0.0625,-2.5550036,0.0625,dumbbell,4,2,random,0.9833333333333333
109,55.46790113160581,0.3568921595735367,6.81351,4.655788,0.0,0.0,-2.157722,0.0,dumbbell,4,2,random,0.9833333333333333
968,57.735541290236945,0.0,6.80188,4.3883767,0.0,0.9375,-2.4135032,0.9375,dumbbell,4,2,random,0.9833333333333333
1432,58.76129588105154,0.16434224036432285,6.8271503,4.082139,0.0,0.25,-2.7450113,0.25,dumbbell,4,2,random,0.9833333333333333
470,59.89871874662367,0.5544298325566894,6.8456397,4.7274265,0.125,0.1875,-2.1182132,0.0625,dumbbell,4,2,random,0.9833333333333333
1423,61.17976425858673,0.6767182074035324,6.8337874,4.6225452,0.0,0.125,-2.2112422,0.125,dumbbell,4,2,random,0.9833333333333333
221,63.08420225925783,0.2407353877073122,7.002056,4.8318834,0.25,0.3125,-2.1701727,0.0625,dumbbell,4,2,random,0.9833333333333333
423,64.38947073839796,0.2955225573732136,6.8079305,4.2876906,0.0,0.1875,-2.5202398,0.1875,dumbbell,4,2,random,0.9833333333333333
1266,65.50748911630936,0.24016818445566807,6.9319763,4.276127,0.0,0.125,-2.6558495,0.125,dumbbell,4,2,random,0.9833333333333333
1031,66.89016130566024,0.47853823908991266,6.8400855,4.2875404,0.0625,0.0625,-2.552545,0.0,dumbbell,4,2,random,0.9833333333333333
1292,68.40600633253119,0.4862523530562611,6.9682055,4.5915165,0.0625,0.1875,-2.376689,0.125,dumbbell,4,2,random,0.9833333333333333
753,69.43811993587649,0.4703439246583848,6.978304,4.9430275,0.0625,0.5,-2.0352764,0.4375,dumbbell,4,2,random,0.9833333333333333
442,70.30348423992518,0.5307255423366095,6.8440666,4.392265,0.0,0.0,-2.4518018,0.0,dumbbell,4,2,random,0.9833333333333333
1308,70.95204058539039,0.2861266304348429,6.914849,4.6677837,0.0,0.0625,-2.247065,0.0625,dumbbell,4,2,random,0.9833333333333333
399,72.00565368072074,0.16239961444491402,6.838582,4.5119915,0.0,0.375,-2.3265905,0.375,dumbbell,4,2,random,0.9833333333333333
1194,72.97015981071209,0.2587654342816493,6.9047446,4.4907293,0.0625,0.0625,-2.4140153,0.0,dumbbell,4,2,random,0.9833333333333333
1483,73.662748301451,0.18500327818308918,6.904094,4.5573626,0.0,0.25,-2.3467317,0.25,dumbbell,4,2,random,0.9833333333333333
1310,74.41341960154406,0.39507295629984884,6.8958387,4.7224846,0.0,0.1875,-2.1733541,0.1875,dumbbell,4,2,random,0.9833333333333333
1378,74.9962910708659,0.40246344466407546,6.9206314,4.8579464,0.0625,0.1875,-2.062685,0.125,dumbbell,4,2,random,0.9833333333333333
30,75.57346365311768,0.0853540275577091,6.9236927,4.7129593,0.0625,0.625,-2.2107334,0.5625,dumbbell,4,2,random,0.9833333333333333
979,76.18457645327706,0.42071148555852733,6.891631,4.787182,0.0,0.0,-2.1044493,0.0,dumbbell,4,2,random,0.9833333333333333
100,76.58279125028083,0.2330015373417317,6.8872213,4.5950117,0.0625,0.1875,-2.2922096,0.125,dumbbell,4,2,random,0.9833333333333333
850,76.97801057619286,0.3705890981272524,6.8864756,4.6073813,0.0,0.125,-2.2790942,0.125,dumbbell,4,2,random,0.9833333333333333
624,77.1608957889727,0.2755284023597087,6.8203893,4.3118324,0.0,0.125,-2.5085568,0.125,dumbbell,4,2,random,0.9833333333333333
899,77.25469201242424,0.0,6.965465,4.7480955,0.0,0.875,-2.2173696,0.875,dumbbell,4,2,random,0.9833333333333333
335,-104.71078372183979,0.36888232277878674,7.053396,4.662782,0.6875,1.0,-2.390614,0.3125,necklace,3,0,proxy,1.0
772,-82.51338946012656,0.4818271215231152,6.903861,3.8027182,0.0625,1.0,-3.101143,0.9375,necklace,3,0,proxy,1.0
509,-57.096791843875046,0.25258570047618845,6.7887225,4.0992827,0.25,0.9375,-2.6894398,0.6875,necklace,3,0,proxy,1.0
1062,-42.22771882859851,0.5949999893797957,6.778906,3.897081,0.125,1.0,-2.881825,0.875,necklace,3,0,proxy,1.0
332,-24.473084055687824,0.5385693233107361,6.6456733,4.3400335,0.1875,1.0,-2.3056397,0.8125,necklace,3,0,proxy,1.0
1099,-15.628732212654496,0.4249591632134345,6.561352,3.446168,0.0625,0.8125,-3.1151838,0.75,necklace,3,0,proxy,1.0
1025,-9.229817795634366,0.4881079650473982,6.54599,4.198185,0.125,1.0,-2.347805,0.875,necklace,3,0,proxy,1.0
1293,-3.3239678053010966,0.5948844089400075,6.6044607,3.7489622,0.0625,1.0,-2.8554986,0.9375,necklace,3,0,proxy,1.0
1394,0.8468116893723129,0.36664748585038853,6.567952,3.3228328,0.0625,0.875,-3.2451193,0.8125,necklace,3,0,proxy,1.0
143,5.856466675885508,0.44158315213455057,6.631116,4.268136,0.125,0.8125,-2.36298,0.6875,necklace,3,0,proxy,1.0
566,9.168737767623048,0.560667173580496,6.529631,3.6859627,0.0,0.9375,-2.8436685,0.9375,necklace,3,0,proxy,1.0
302,12.859068462394776,0.584897340501302,6.4280753,4.3808846,0.0625,1.0,-2.0471907,0.9375,necklace,3,0,proxy,1.0
908,15.436448846868048,0.17582092777310704,6.5066905,3.3829794,0.0,1.0,-3.123711,1.0,necklace,3,0,proxy,1.0
1154,18.118131969755776,0.4773787235402062,6.3593388,3.92661,0.0625,0.8125,-2.4327288,0.75,necklace,3,0,proxy,1.0
40,21.493451081948805,0.4602573528571988,6.342424,2.8951423,0.0,0.1875,-3.4472816,0.1875,necklace,3,0,proxy,1.0
1328,23.089373704780517,0.30364104625817623,6.3750553,3.4241407,0.0,0.875,-2.9509146,0.875,necklace,3,0,proxy,1.0
895,25.074690740874605,0.6256796005041461,6.4703846,3.6716876,0.125,1.0,-2.798697,0.875,necklace,3,0,proxy,1.0
1467,26.47113705150962,0.5870603536664525,6.378376,3.6900854,0.0,0.6875,-2.6882906,0.6875,necklace,3,0,proxy,1.0
517,28.512936229597535,0.41182071004740206,6.4491034,3.311761,0.0,0.9375,-3.1373425,0.9375,necklace,3,0,proxy,1.0
557,29.61120559302158,0.29946178137301105,6.281809,2.7202752,0.0,0.3125,-3.5615337,0.3125,necklace,3,0,proxy,1.0
554,31.497687509433007,0.33933137619224946,6.5499554,3.4476452,0.125,0.5625,-3.1023102,0.4375,necklace,3,0,proxy,1.0
485,32.88050199639867,0.7391869461872675,6.27222,3.9568849,0.0625,0.9375,-2.3153353,0.875,necklace,3,0,proxy,1.0
427,33.95819686005584,0.5451007042990087,6.451929,2.628676,0.0,1.0,-3.8232532,1.0,necklace,3,0,proxy,1.0
620,34.9164023064792,0.1580289760735155,6.1959944,3.420877,0.0,0.1875,-2.7751174,0.1875,necklace,3,0,proxy,1.0
1065,35.79853234462402,0.5620985499611763,6.3932166,2.5439234,0.0,1.0,-3.8492932,1.0,necklace,3,0,proxy,1.0
688,36.44301995518739,0.34812651546887663,6.52236,4.2653985,0.0,0.875,-2.2569613,0.875,necklace,3,0,proxy,1.0
943,37.414812569860985,0.3410315991573245,6.302536,3.553252,0.0,0.6875,-2.749284,0.6875,necklace,3,0,proxy,1.0
