kind,dim,seed,noise,p,score,ks
dumbbell,4,1,0.0,1197,-0.0015916307956019941,43.737889300809655
dumbbell,4,1,0.0,121,-0.005572013382124347,46.571966710135655
dumbbell,4,1,0.0,1054,-0.0022723003973849423,48.746120195209556
dumbbell,4,1,0.0,49,0.003113371629536805,50.68992922887722
dumbbell,4,1,0.0,338,0.007486748553659876,53.404729080275516
dumbbell,4,1,0.0,168,0.0012315820346490945,54.914407795780456
dumbbell,4,1,0.0,83,0.00613852196539794,57.02313958040816
dumbbell,4,1,0.0,630,-0.01049712573570787,58.461473035312636
dumbbell,4,1,0.0,792,-0.00527795764629373,60.53337248279845
dumbbell,4,1,0.0,624,-0.003178656828838361,62.595294644572725
dumbbell,4,1,0.0,20,-0.005797219268407195,64.39844708742834
dumbbell,4,1,0.0,1268,0.006081266311127192,66.44991427627988
dumbbell,4,1,0.0,446,-0.0017746001998054824,67.74097839522331
dumbbell,4,1,0.0,300,0.0,69.22316621850815
dumbbell,4,1,0.0,844,-0.01904944002607937,70.58544332478274
dumbbell,4,1,0.0,643,-0.0010590711419255217,72.27160986864112
dumbbell,4,1,0.0,780,-0.0033832324376790804,73.79860717274613
dumbbell,4,1,0.0,408,0.0,74.8145187062159
dumbbell,4,1,0.0,371,0.0011054328555601747,75.81056657306709
dumbbell,4,1,0.0,628,-0.007739932204313269,76.55098936217178
dumbbell,4,1,0.0,1325,0.0006811769304067121,77.12438102232846
dumbbell,4,1,0.0,1364,0.0009939940072785994,77.60137057352696
dumbbell,4,1,0.0,1318,0.0006457580789685294,77.96127544056009
dumbbell,4,1,0.0,1049,0.0,78.08977454763823
dumbbell,4,1,0.0,1108,0.006416743338985582,78.14027732212305
dumbbell,4,1,0.15,616,-0.007426208447901289,-177.9182959267379
dumbbell,4,1,0.15,1123,-0.00029941371004680445,-51.4751683311416
dumbbell,4,1,0.15,956,0.0,4.221161641612121
dumbbell,4,1,0.15,699,0.0,19.254588726115706
dumbbell,4,1,0.15,486,-0.006489926530309026,20.989481189786233
dumbbell,4,1,0.15,1001,-0.008921323189408643,22.686793581989374
dumbbell,4,1,0.15,524,-0.011083823994666356,23.877930072819296
dumbbell,4,1,0.15,400,0.017481136373405017,25.953113634811892
dumbbell,4,1,0.15,318,0.0001971798225756695,28.06790298993672
dumbbell,4,1,0.15,763,-0.010388139804342889,29.9315471514474
dumbbell,4,1,0.15,351,-0.014800080299704935,32.07034291611259
dumbbell,4,1,0.15,1285,-0.010802508201721309,34.81267960323486
dumbbell,4,1,0.15,1239,-0.0029295001732518033,37.1465891712738
dumbbell,4,1,0.15,885,0.000705373737874701,39.634170708636596
dumbbell,4,1,0.15,1339,-0.0035657574165163276,41.33425824148026
dumbbell,4,1,0.15,1197,0.0,43.737889300809655
dumbbell,4,1,0.15,121,-0.02883664665199296,46.571966710135655
