kind,dim,seed,branch,ks,integ_sign,integ_mag,v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa
dumbbell,3,0,C17,13.292811739534624,0.08912722394946537,0.2573225621849789,0.9705854177294723,0.38292280315313276,-0.03313916322011206,18.03186409187423,6.254607843711748,39.24442457985349,3.6883833578245584
dumbbell,3,0,C17,14.409416562572522,-0.37459193078765374,-0.3031784008555464,-0.9030977009664097,-0.9039627182691649,0.5990282867959562,6.1901258979925675,0.9025098643739126,39.24442457985349,2.7005806238472787
dumbbell,3,0,C17,15.33757314504347,0.4320913869732407,0.344540701280265,1.507940098790637,0.7316047526285528,-0.10219029923781865,25.96823546102164,6.876419290645939,44.90127857334588,6.168213168867298
dumbbell,3,0,C17,16.176736933411025,0.40773460860757493,0.8661074526994144,1.7681534257410556,0.2134593345073596,0.13251118094567946,23.20507053592679,17.627892559342932,44.90127857334588,7.152526379726361
dumbbell,3,0,C17,17.079064983670342,0.27521539361961056,0.6702207007240188,0.7608282067380964,1.2291623024478677,-2.8696754057887226,26.09811232269786,20.241364565188977,44.90127857334588,7.035230042843517
dumbbell,3,0,C17,17.851715608550524,0.05255171615616838,-0.21257702359280822,-0.3274887464643518,-0.07750204932180367,-2.4724022159976133,26.681749726234603,8.392273174074822,44.90127857334588,3.873618448794189
dumbbell,3,0,C17,18.427504263358866,0.08484662511890873,0.1951076671472047,0.23181116823263828,0.6647840919816056,-0.6127722547646577,20.628520424051327,6.534885179459019,44.90127857334588,4.325424551301355
dumbbell,3,0,C17,18.86173140901876,0.3197579775962377,0.23011726653426273,0.5108640805452715,0.2653696900280779,-1.9373210666163232,28.026328044227153,13.436599528696267,42.07285157659968,5.8884538159177096
dumbbell,3,0,C17,19.292051405337936,0.4675505430229331,2.3294897720791843,0.7717571363595308,2.0676422573731577,-3.9443972306372364,12.28611732835784,48.731608909651285,30.759143589614894,8.895124306485718
dumbbell,3,0,C17,19.5323352139822,0.11612369984931759,0.04386655767991574,0.6181900085283117,0.7947150980412826,-0.43796701468728616,22.55446806717378,12.254706987555593,33.58757058636109,5.64495667197275
dumbbell,3,0,C17,19.59838014117316,-0.33763744991399636,-0.3395680546683433,-1.2567563947651912,-0.8356006523022316,-1.5983845768504157,15.422125182564406,4.336704713560243,42.07285157659968,5.283888371763004
dumbbell,3,0,D,-22.548062598221478,0.46888899432533737,0.5548166266333486,0.8218462399909224,0.3874375578006844,2.825638558070905,7.225207841684456,8.859682898529472,3.417157827867926,4.035659014831331
dumbbell,3,0,D,-19.225024550522377,0.013145480877987503,0.71384419183273,0.7922677803689498,0.4805177580630316,1.7714754768621108,2.1917220799542125,2.5833388131833854,-0.3862874066285482,2.1043277638726745
dumbbell,3,0,D,-11.762262800203482,0.03199823120987633,0.3573207454338988,0.777891173392804,0.18700761390840054,0.5523976902143269,4.054643562482868,4.344749598419426,2.9417271735558668,2.46858474899935
dumbbell,3,0,D,-3.5550526795521264,0.3711841113182186,0.8765583323556796,0.9894958127197858,0.6058005926398904,0.3785667298175584,1.908140527070003,10.242378382034408,0.5645739019955704,3.10444372408516
dumbbell,3,0,D,2.5102588071524714,0.4841597146868516,1.5615926462471719,0.6455218735285317,0.26940031520416946,1.965889937911852,4.924371720213671,11.955607829727649,1.2777198834636594,4.065350694053815
dumbbell,3,0,D,6.159382675542515,0.3262982325051703,0.3651117207168296,0.6505793692441301,0.3704196776240982,1.2379737767617813,2.673152794506696,9.050146930526333,-0.3862874066285482,3.005318587147004
dumbbell,3,0,D,6.605360713324066,0.27772167169249806,0.3856129298429141,0.9992615524032267,0.7462929490984825,-0.6471002876775042,7.197952566501503,10.049358228113485,3.1794425007118967,1.6884880005160818
dumbbell,3,0,D,7.3857094587224115,0.32180184125946565,0.6611060757408813,0.8787190266786212,0.259816515611174,1.6883370551163683,2.4825413434610137,7.786895521570527,0.08914324768351112,3.7327707094376694
dumbbell,3,0,D,8.355744883799076,0.44428887375997905,1.413086210201749,1.070022175615943,0.9692898555641196,-0.9325085555440207,10.597310713803134,14.601128123821146,3.417157827867926,4.59247746006765
dumbbell,3,0,D,9.178669145217661,0.38306820955099363,1.5416407942390262,1.1355088681431096,0.9079526047403755,0.9506520570052049,16.679031472169967,13.749953396226749,3.417157827867926,5.293297709814809
dumbbell,3,0,D,10.291751725325792,0.046210278698208596,0.4068761142813263,0.762330317938177,0.40691330740157805,1.2518049186269695,2.646065544009516,6.497125648257374,0.3268585748395408,3.154542133516253
dumbbell,3,0,D,11.41168825762969,0.4864591389692232,0.7967061969892227,0.8413627484284625,0.5636599652917191,3.3599095626507665,6.7861650942318645,9.873020498147419,3.417157827867926,3.877869904583724
dumbbell,3,0,D,12.373259461365768,0.34844001530763513,0.6772550475930917,0.965594124012538,0.5889428006896317,0.34990139847254054,2.896079238345207,9.854052478062366,2.228581192087778,2.8723765646605783
dumbbell,3,0,D,13.292811739534624,0.46570947477819136,1.6054130092509677,1.0441569664996886,0.8120621537664298,0.46940068074004376,11.346711806987456,13.01928056840107,3.417157827867926,3.9278284382424813
dumbbell,3,0,D,14.409416562572522,0.3374291727975458,0.46248204334164106,1.060630379963195,0.8641908022108334,-0.5794000669388945,6.882013134997253,13.908509257665465,2.7040118463998373,2.9304184110864564
dumbbell,3,0,D,15.33757314504347,0.30933472643190174,0.44491011165038297,0.8939623955546968,0.5764904253854599,0.06087984058155581,3.8676140877948826,8.037388533569604,2.9417271735558668,3.781721296625718
dumbbell,3,0,D,16.176736933411025,0.359193328427986,0.5562695241888239,0.871732321463585,0.4374372880212988,2.9895804574965346,5.895469351717694,7.4337726535946995,3.417157827867926,5.5146493432832795
dumbbell,3,0,D,17.079064983670342,0.3599742890605997,0.6640255165745889,1.0165621292986018,0.6693854268784333,0.7050072856000116,5.82668489787099,12.132084290870054,1.515435210619689,3.3406802702415295
dumbbell,3,0,D,17.851715608550524,0.4324167952300264,0.6565850517555888,0.8027466173488167,0.24119402630485737,3.6878504412311996,7.098334426328632,6.014178145462795,3.417157827867926,3.1165175869714687
dumbbell,3,0,D,18.427504263358866,0.3258595196608146,0.7240989667431725,0.8847565713388618,0.2727490858584748,1.5526385907287175,3.6498690749023703,9.427689953817367,2.4662965192438078,2.7765549869614983
dumbbell,3,0,D,18.86173140901876,0.3496666535800881,0.525781432339612,0.9762006547809882,0.6927160758841553,1.7004706591068706,4.2365254693133565,8.042545865050036,1.7531505377757186,3.863610311644726
dumbbell,3,0,D,19.292051405337936,0.45370185546992414,1.4867981356183995,1.0498060126238542,0.851630273283719,-1.2098006103292078,5.391981058022868,12.032239463258325,-0.14857207947251852,3.7348697159194053
dumbbell,3,0,D,19.5323352139822,0.48053903636248274,1.6720846474856406,0.9151760578283786,0.6864693806348673,0.3031700869731896,6.285240948217806,14.822615915126988,0.5645739019955704,3.497303913541968
dumbbell,3,0,D,19.59838014117316,-0.20147252002978538,-0.11044701223716369,0.7544014759412396,0.5875486188576402,-0.8405465533259773,0.728855960885998,1.9342399170454887,1.9908658649317483,4.172909703187583
