inst_id,dim,noise,ks,dhat,dhat_err,sigma_rel,integ_oracle,v4_m60_oracle,ent_cak_oracle,sent_oracle,integ_est,v4_m60_est,ent_cak_est,sent_est
731,5,0.1,-18.969061686030443,5,0,0.248,-0.20602980551862732,-7477562.04995704,0.1836481694549535,117.66099026282347,-0.4927981901723836,-1.037357896579691,-2.683547355376692,-3.033157398908986
732,5,0.1,-36.76476047112881,5,0,0.249,-0.27065399820611946,-9651849.132982373,-0.09838966724385553,67.02966740887771,-0.4974685833804376,-1.3107256643446448,-2.7806444779440276,-3.6476137237017214
733,5,0.1,-36.53140813846787,5,0,0.236,-0.20047538181608476,-6470129.839429922,-0.0108445282204367,51.97035732018351,-0.49736536744462817,-0.9106959223094322,-2.7505053264265347,-3.830371902027534
734,5,0.1,19.805718872836444,5,0,0.239,0.3181971803705449,-4951839.714658739,3.067258068854496,243.60507519018455,-0.49674918736469353,-0.7198050388246429,-1.6908074197864762,-1.5047134398782058
750,5,0.2,-64.8943072100459,5,0,0.34,-0.42567075092428236,-12943568.665439012,0.980770973869794,67.01252114777269,-0.49631868404101986,-1.7285204439922264,-2.1357308737323657,-3.2333924203467803
751,5,0.2,-19.136262533696787,5,0,0.351,-0.348675114369122,-14762448.2430113,1.9980692374958209,42.811041178871186,-0.4973212580439208,-1.7519804743453433,-1.7658988968605365,-3.5079554204227623
752,5,0.2,-8.878799685305857,5,0,0.335,-0.21217769867438369,-11338336.013339957,-0.21681954875260764,39.909223161116174,-0.4975457314286032,-1.5361439605806557,-2.501300169363202,-3.5244349774447046
753,5,0.2,-27.36167081917381,5,0,0.344,-0.41887715636735573,-8720544.585252168,0.8396712794186886,50.0089873180005,-0.4965941598344862,-1.2224190257047316,-2.1788021196547755,-3.4159809735167426
754,5,0.2,-4.9467688164392065,5,0,0.338,-0.092054891732688,-11211572.787168998,2.4315663036888737,159.78328578210142,-0.49654720479549536,-1.5209522289367805,-1.6928697982579963,-2.2371948145647282
755,5,0.2,-34.37732560792047,5,0,0.349,-0.3645349981427769,-15308567.212639134,1.1596900391372535,55.468042559027246,-0.49069210199539703,-2.0119498292523006,-2.081115113646415,-3.3573601592723117
756,5,0.2,-36.6631065153695,5,0,0.331,-0.10182594620652258,-11604909.849835435,0.6693952570332237,184.5577178219516,-0.4974528253927235,-1.5680910662961245,-2.23077955634154,-1.971160250982223
757,5,0.2,-29.417968211109795,5,0,0.344,-0.465327786593026,-15978871.46419403,1.0367568899586772,29.47588604179266,-0.4952885957423764,-2.092281346656544,-2.118640948984929,-3.6364709782209776
758,5,0.2,-31.847402516207314,5,0,0.341,-0.44066922492201027,-15521969.584754815,0.25962617071480565,50.989313761740576,-0.4989155005705943,-2.037524687728808,-2.3558632084137825,-3.405453962556036
759,5,0.2,-18.937218744623642,5,0,0.336,-0.06658417269113376,-11471645.2549528,2.095586186274214,210.58142271287613,-0.49654720479549536,-1.5521201887455933,-1.79542907252504,-1.6917106570492164
760,5,0.2,-38.9177710392795,5,0,0.342,-0.487790332333786,-21396174.049612246,-0.5815398031524422,85.82206602386826,-0.49801878158164237,-2.7415091203355826,-2.61263248536324,-3.0314104312441197
761,5,0.2,-3.4649771563151788,5,0,0.338,0.12931973085373405,-14418465.045846283,1.8188230290164726,128.70899692748534,-0.49664319286436026,-1.9052769899596809,-1.879912132923456,-2.5708789474956912
762,5,0.2,-19.633812002494803,5,0,0.334,0.09928880737989776,-10735721.24332141,4.562771048575186,66.20564174560343,-0.49134836090214146,-1.4639245784515615,-1.0423110281976251,-3.24205690998168
763,5,0.2,-28.47551290508757,5,0,0.331,-0.21857007660005856,-13597641.766572205,-0.15853151376524924,32.701949921032096,-0.4971891868687345,-1.8069067657042643,-2.4835075136169174,-3.6018286302219504
764,5,0.2,19.863413883002544,5,0,0.339,0.2692296863799146,-12401908.54975901,2.580145865157481,262.0476603666299,-0.4969114400582064,-1.6636060727809476,-1.6475152930200292,-1.1390522529563871
780,6,0.01,-45.546547773270774,6,0,0.155,-0.3191920712719586,-3174320.265363736,-1.2268964156922275,885.1822906414857,-0.4966576404342709,-1.6849663618895645,-1.452581801576697,-1.2500063928396914
781,6,0.01,2.310630032127137,6,0,0.138,-0.1965039023974835,-2128259.977738034,0.04665138984014475,735.3507336017085,-0.49524222119282313,-1.6913450151010998,-1.1641042978569103,-1.5562851546047298
782,6,0.01,-86.42381835431243,6,0,0.165,-0.19846802395502716,-4889811.8936464805,-2.0476035998891393,944.1796013907764,-0.494900452797029,-2.0968814572890837,-1.6488594726362558,-1.1370169438265756
783,6,0.01,-42.999693054825144,6,0,0.15,-0.40518421988804154,-4321618.460795721,-2.585040033257083,979.3819533523542,-0.4980822934441326,-1.960449749760211,-1.7773910287322803,-1.0695987123582493
784,6,0.01,-71.27016179316198,6,0,0.166,-0.36299078101279647,-5744558.670831086,-2.0379443802350323,645.5468685390852,-0.49795513969711275,-2.3021188915392723,-1.6465494049599065,-1.7089472151160894
785,6,0.01,-25.903753117337263,6,0,0.15,-0.05521960746989424,-4413604.795604355,-0.5934809431726361,1744.5428635982385,-0.4932156191056069,-1.9825370390558634,-1.3010962094517888,0.3958089232956512
