v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa,est_dim,spread,knn_radius,patch_frac,anchor,n_points,true_dim,ks,kind,dim,seed,branch,estimator,integ_sign,integ_mag
-0.8043270869410512,-0.8326111654155325,-0.4507042419040803,-0.6481251057652985,1.7170265832727971,0.6959542041148138,1.9357236673368323,4.0,0.2263054555951233,0.2284330791215887,0.5342509057282461,915,1400,3,-3.5550526795521264,dumbbell,3,0,B,diffdist_t8,0.3265767684850017,-0.2112981906345193
-0.26887656188655706,0.22380353594696997,0.876839586615623,-0.6098904806735923,1.6506379901818704,0.5694170760939385,3.323881511380711,3.0,0.2009537854390598,0.2859680304471123,0.5102784316054111,361,1400,3,2.5102588071524714,dumbbell,3,0,B,diffdist_t8,0.10274731269134574,0.35191966357939874
0.518764368709569,0.5758487388577576,-0.1526032335071992,-0.1860954506069835,0.13914343251103795,0.822491332135689,2.963418041288513,3.0,0.2491722984394736,0.2332963243243694,0.4619147752123265,405,1400,3,6.159382675542515,dumbbell,3,0,B,diffdist_t8,-0.4438966436200153,-0.6512421886591543
-0.470843712202441,0.08057439327549604,0.42104213695575926,-0.0028673427781218575,0.44156727790247374,0.822491332135689,3.245156911538389,4.0,0.2131025754595878,0.1806378927447601,0.4596951866653284,919,1400,3,6.605360713324066,dumbbell,3,0,B,diffdist_t8,-0.4640468234741055,-0.5890715054626443
-0.05529374369677637,-0.32224691759598223,0.6553323991972575,-0.4263383061624572,0.8518351476994569,0.5694170760939385,3.0774620479689996,3.0,0.2352777782736413,0.2364931813262902,0.4832960453472304,1107,1400,3,7.3857094587224115,dumbbell,3,0,B,diffdist_t8,-0.2660236282841357,-0.46461610233884887
-0.026122573917470426,-0.2710808811316384,0.9351487832839446,0.0037497419956078635,0.13207977477867408,0.822491332135689,1.9752387332010515,4.0,0.2376793259725911,0.1755992268920604,0.423885664628664,661,1400,3,8.355744883799076,dumbbell,3,0,B,diffdist_t8,-0.4802222403215849,-0.5909385018084621
-0.6054524809491905,-0.7772033641657105,0.800683808874373,0.08444094698307246,0.715398518310274,0.822491332135689,3.1769846723779227,4.0,0.2152007467722227,0.1845262894744238,0.4704479948527331,397,1400,3,9.17866914521766,dumbbell,3,0,B,diffdist_t8,-0.4310798139970355,-0.45567703316455904
-0.7026792390890413,-1.1320563078328514,0.32794952007581796,-0.034289494631842075,0.988314897916242,0.822491332135689,2.9959367967985884,4.0,0.2082902039680841,0.1835400240517228,0.4764550713615879,460,1400,3,10.291751725325792,dumbbell,3,0,B,diffdist_t8,-0.332499171161507,-0.4985943940798624
-0.8057447508516355,-0.893782595404805,0.4034410953436483,0.005141154011244756,0.8192323057488087,0.822491332135689,3.527914696743862,4.0,0.2084184975399641,0.188777785382773,0.468967996510877,964,1400,3,11.41168825762969,dumbbell,3,0,B,diffdist_t8,-0.4310798139970355,-0.5177090425914725
-0.6103077870018193,-0.11253858604333034,0.6992072503827805,-0.05424730491256512,0.988615578281685,0.822491332135689,2.109658540709386,4.0,0.208085330663362,0.1857831723193135,0.4749356650106726,319,1400,3,12.373259461365768,dumbbell,3,0,B,diffdist_t8,-0.40009177243495114,-0.45059041791097976
